,id,Measurement
194,in[0],-66.50
195,in[1],-60.50
196,in[2],-67.00
197,,
201,in[0],-66.50
202,in[1],-60.50
203,in[2],-66.50
204,,
208,in[0],-66.50
209,in[1],-63.00
210,in[2],-65.00
211,,
215,in[0],-66.50
216,in[1],-62.00
217,in[2],-65.00
218,,
222,in[0],-66.25
223,in[1],-62.00
224,in[2],-65.00
225,,
229,in[0],-66.25
230,in[1],-63.75
231,in[2],-65.00
232,,
236,in[0],-66.75
237,in[1],-61.00
238,in[2],-65.75
239,,
243,in[0],-66.00
244,in[1],-61.25
245,in[2],-66.50
246,,
250,in[0],-67.00
251,in[1],-61.25
252,in[2],-67.00
253,,
257,in[0],-67.50
258,in[1],-59.50
259,in[2],-68.00
260,,
264,in[0],-67.50
265,in[1],-59.50
266,in[2],-66.50
267,,
271,in[0],-67.50
272,in[1],-59.50
273,in[2],-66.50
274,,
278,in[0],-66.75
279,in[1],-59.75
280,in[2],-66.50
281,,
285,in[0],-67.25
286,in[1],-59.75
287,in[2],-66.50
288,,
292,in[0],-67.25
293,in[1],-59.75
294,in[2],-66.50
295,,
299,in[0],-66.75
300,in[1],-57.00
301,in[2],-67.00
302,,
306,in[0],-66.75
307,in[1],-57.00
308,in[2],-67.00
309,,
313,in[0],-67.25
314,in[1],-57.00
315,in[2],-67.00
316,,
320,in[0],-67.25
321,in[1],-57.00
322,in[2],-67.00
323,,
327,in[0],-67.25
328,in[1],-57.50
329,in[2],-67.00
330,,
334,in[0],-67.50
335,in[1],-57.50
336,in[2],-68.50
337,,
341,in[0],-67.25
342,in[1],-57.50
343,in[2],-68.00
344,,
348,in[0],-66.75
349,in[1],-60.00
350,in[2],-66.75
351,,
355,in[0],-66.75
356,in[1],-62.00
357,in[2],-66.75
358,,
362,in[0],-65.75
363,in[1],-62.00
364,in[2],-66.75
365,,
369,in[0],-65.50
370,in[1],-62.00
371,in[2],-67.25
372,,
376,in[0],-65.75
377,in[1],-62.00
378,in[2],-65.50
379,,
383,in[0],-65.75
384,in[1],-62.25
385,in[2],-65.50
386,,
390,in[0],-66.50
391,in[1],-62.25
392,in[2],-66.00
393,,
397,in[0],-66.50
398,in[1],-62.25
399,in[2],-66.00
400,,
404,in[0],-67.75
405,in[1],-62.25
406,in[2],-66.00
407,,
411,in[0],-68.00
412,in[1],-62.25
413,in[2],-66.75
414,,
418,in[0],-68.00
419,in[1],-62.25
420,in[2],-65.00
421,,
425,in[0],-68.00
426,in[1],-64.00
427,in[2],-65.00
428,,
432,in[0],-67.50
433,in[1],-61.25
434,in[2],-65.25
435,,
439,in[0],-67.50
440,in[1],-61.25
441,in[2],-65.25
442,,
446,in[0],-68.00
447,in[1],-60.25
448,in[2],-65.25
449,,
453,in[0],-68.00
454,in[1],-58.50
455,in[2],-65.25
456,,
460,in[0],-68.00
461,in[1],-59.75
462,in[2],-65.25
463,,
467,in[0],-68.00
468,in[1],-59.75
469,in[2],-65.25
470,,
474,in[0],-67.50
475,in[1],-59.75
476,in[2],-65.25
477,,
481,in[0],-67.50
482,in[1],-62.75
483,in[2],-65.25
484,,
488,in[0],-67.75
489,in[1],-62.75
490,in[2],-65.25
491,,
495,in[0],-67.75
496,in[1],-62.75
497,in[2],-65.25
498,,
502,in[0],-66.25
503,in[1],-62.75
504,in[2],-65.25
505,,
509,in[0],-66.25
510,in[1],-64.00
511,in[2],-65.25
512,,
516,in[0],-66.25
517,in[1],-64.00
518,in[2],-65.25
519,,
523,in[0],-65.25
524,in[1],-61.00
525,in[2],-64.25
526,,
530,in[0],-66.25
531,in[1],-61.00
532,in[2],-64.25
533,,
537,in[0],-66.25
538,in[1],-61.00
539,in[2],-66.25
540,,
544,in[0],-66.50
545,in[1],-60.00
546,in[2],-67.00
547,,
551,in[0],-67.75
552,in[1],-60.00
553,in[2],-67.25
554,,
558,in[0],-67.75
559,in[1],-60.00
560,in[2],-67.50
561,,
565,in[0],-68.50
566,in[1],-60.75
567,in[2],-65.50
568,,
572,in[0],-67.75
573,in[1],-62.50
574,in[2],-65.50
575,,
579,in[0],-67.75
580,in[1],-62.50
581,in[2],-65.50
582,,
586,in[0],-67.75
587,in[1],-62.50
588,in[2],-65.00
589,,
593,in[0],-67.75
594,in[1],-64.75
595,in[2],-65.00
596,,
600,in[0],-66.75
601,in[1],-61.75
602,in[2],-65.00
603,,
607,in[0],-66.75
608,in[1],-61.75
609,in[2],-65.00
610,,
614,in[0],-66.50
615,in[1],-61.75
616,in[2],-67.25
617,,
621,in[0],-66.50
622,in[1],-59.75
623,in[2],-67.25
624,,
628,in[0],-66.25
629,in[1],-59.75
630,in[2],-67.75
631,,
635,in[0],-66.25
636,in[1],-60.25
637,in[2],-68.00
638,,
642,in[0],-66.25
643,in[1],-60.25
644,in[2],-68.00
645,,
649,in[0],-66.25
650,in[1],-60.50
651,in[2],-68.75
652,,
656,in[0],-66.25
657,in[1],-60.50
658,in[2],-68.75
659,,
663,in[0],-66.25
664,in[1],-61.75
665,in[2],-68.75
666,,
670,in[0],-66.25
671,in[1],-61.75
672,in[2],-68.75
673,,
677,in[0],-66.00
678,in[1],-63.25
679,in[2],-67.00
680,,
684,in[0],-66.00
685,in[1],-63.25
686,in[2],-68.00
687,,
691,in[0],-65.25
692,in[1],-60.75
693,in[2],-68.00
694,,
698,in[0],-66.00
699,in[1],-60.75
700,in[2],-67.50
701,,
705,in[0],-65.00
706,in[1],-59.00
707,in[2],-67.00
708,,
712,in[0],-65.75
713,in[1],-59.75
714,in[2],-67.00
715,,
719,in[0],-66.50
720,in[1],-59.75
721,in[2],-67.00
722,,
726,in[0],-66.25
727,in[1],-62.25
728,in[2],-67.50
729,,
733,in[0],-66.25
734,in[1],-62.25
735,in[2],-65.75
736,,
740,in[0],-67.25
741,in[1],-61.50
742,in[2],-65.75
743,,
747,in[0],-67.25
748,in[1],-61.50
749,in[2],-65.75
750,,
754,in[0],-67.25
755,in[1],-61.50
756,in[2],-65.75
757,,
761,in[0],-66.50
762,in[1],-61.50
763,in[2],-65.75
764,,
768,in[0],-66.50
769,in[1],-64.00
770,in[2],-66.75
771,,
775,in[0],-66.00
776,in[1],-61.50
777,in[2],-66.75
778,,
782,in[0],-66.50
783,in[1],-61.50
784,in[2],-67.25
785,,
789,in[0],-66.50
790,in[1],-61.50
791,in[2],-67.25
792,,
796,in[0],-66.00
797,in[1],-61.75
798,in[2],-67.25
799,,
803,in[0],-67.00
804,in[1],-61.75
805,in[2],-68.25
806,,
810,in[0],-67.00
811,in[1],-61.75
812,in[2],-67.00
813,,
817,in[0],-67.00
818,in[1],-61.75
819,in[2],-66.50
820,,
824,in[0],-66.75
825,in[1],-61.75
826,in[2],-66.50
827,,
831,in[0],-66.75
832,in[1],-61.75
833,in[2],-65.25
834,,
838,in[0],-66.75
839,in[1],-61.75
840,in[2],-65.25
841,,
845,in[0],-66.75
846,in[1],-59.25
847,in[2],-65.25
848,,
852,in[0],-66.75
853,in[1],-59.25
854,in[2],-64.25
855,,
859,in[0],-66.75
860,in[1],-60.50
861,in[2],-64.25
862,,
866,in[0],-65.50
867,in[1],-60.50
868,in[2],-64.25
869,,
873,in[0],-65.50
874,in[1],-60.75
875,in[2],-64.25
876,,
880,in[0],-65.25
881,in[1],-62.75
882,in[2],-65.50
883,,
887,in[0],-65.25
888,in[1],-62.75
889,in[2],-65.50
890,,
894,in[0],-65.25
895,in[1],-62.75
896,in[2],-65.50
897,,
901,in[0],-65.50
902,in[1],-64.75
903,in[2],-66.25
904,,
908,in[0],-65.50
909,in[1],-61.75
910,in[2],-66.25
911,,
915,in[0],-66.25
916,in[1],-61.75
917,in[2],-66.25
918,,
922,in[0],-66.25
923,in[1],-61.00
924,in[2],-66.25
925,,
929,in[0],-67.00
930,in[1],-59.00
931,in[2],-64.75
932,,
936,in[0],-67.00
937,in[1],-59.00
938,in[2],-64.75
939,,
943,in[0],-67.00
944,in[1],-59.00
945,in[2],-64.75
946,,
950,in[0],-67.00
951,in[1],-59.00
952,in[2],-64.75
953,,
957,in[0],-67.00
958,in[1],-59.25
959,in[2],-65.25
960,,
964,in[0],-66.50
965,in[1],-59.25
966,in[2],-65.25
967,,
971,in[0],-67.25
972,in[1],-59.25
973,in[2],-65.25
974,,
978,in[0],-67.25
979,in[1],-59.25
980,in[2],-65.25
981,,
985,in[0],-66.75
986,in[1],-59.25
987,in[2],-65.25
988,,
992,in[0],-66.75
993,in[1],-59.25
994,in[2],-65.25
995,,
999,in[0],-66.25
1000,in[1],-59.25
1001,in[2],-65.25
1002,,
1006,in[0],-66.00
1007,in[1],-59.25
1008,in[2],-65.75
1009,,
1013,in[0],-66.00
1014,in[1],-59.75
1015,in[2],-65.75
1016,,
1020,in[0],-64.50
1021,in[1],-59.75
1022,in[2],-65.25
1023,,
1027,in[0],-65.25
1028,in[1],-62.25
1029,in[2],-65.25
1030,,
1034,in[0],-65.50
1035,in[1],-62.00
1036,in[2],-65.75
1037,,
1041,in[0],-66.50
1042,in[1],-62.00
1043,in[2],-66.00
1044,,
1048,in[0],-67.50
1049,in[1],-62.00
1050,in[2],-66.00
1051,,
1055,in[0],-67.50
1056,in[1],-61.75
1057,in[2],-66.00
1058,,
1062,in[0],-67.50
1063,in[1],-59.50
1064,in[2],-66.00
1065,,
1069,in[0],-67.50
1070,in[1],-60.25
1071,in[2],-66.00
1072,,
1076,in[0],-66.75
1077,in[1],-60.25
1078,in[2],-66.00
1079,,
1083,in[0],-66.75
1084,in[1],-62.50
1085,in[2],-66.75
1086,,
1090,in[0],-66.50
1091,in[1],-62.25
1092,in[2],-66.75
1093,,
1097,in[0],-66.50
1098,in[1],-62.25
1099,in[2],-66.75
1100,,
1104,in[0],-66.25
1105,in[1],-62.25
1106,in[2],-67.00
1107,,
1111,in[0],-67.25
1112,in[1],-60.75
1113,in[2],-67.00
1114,,
1118,in[0],-67.25
1119,in[1],-60.75
1120,in[2],-67.00
1121,,
1125,in[0],-67.25
1126,in[1],-60.75
1127,in[2],-67.00
1128,,
1132,in[0],-67.25
1133,in[1],-58.50
1134,in[2],-65.75
1135,,
1139,in[0],-67.25
1140,in[1],-59.00
1141,in[2],-65.75
1142,,
1146,in[0],-67.25
1147,in[1],-59.00
1148,in[2],-65.75
1149,,
1153,in[0],-67.25
1154,in[1],-59.00
1155,in[2],-66.00
1156,,
1160,in[0],-67.25
1161,in[1],-60.75
1162,in[2],-66.00
1163,,
1167,in[0],-67.50
1168,in[1],-60.75
1169,in[2],-66.25
1170,,
1174,in[0],-67.50
1175,in[1],-62.75
1176,in[2],-66.25
1177,,
1181,in[0],-67.50
1182,in[1],-62.75
1183,in[2],-66.75
1184,,
1188,in[0],-67.50
1189,in[1],-62.75
1190,in[2],-66.75
1191,,
1195,in[0],-66.50
1196,in[1],-62.75
1197,in[2],-66.50
1198,,
1202,in[0],-66.50
1203,in[1],-60.50
1204,in[2],-66.50
1205,,
1209,in[0],-66.50
1210,in[1],-60.50
1211,in[2],-66.00
1212,,
1216,in[0],-66.50
1217,in[1],-60.50
1218,in[2],-66.75
1219,,
1223,in[0],-67.25
1224,in[1],-60.50
1225,in[2],-66.75
1226,,
1230,in[0],-67.25
1231,in[1],-62.00
1232,in[2],-66.75
1233,,
1237,in[0],-66.25
1238,in[1],-63.50
1239,in[2],-67.50
1240,,
1244,in[0],-67.25
1245,in[1],-63.50
1246,in[2],-67.50
1247,,
1251,in[0],-67.25
1252,in[1],-63.50
1253,in[2],-66.00
1254,,
1258,in[0],-67.25
1259,in[1],-65.25
1260,in[2],-66.50
1261,,
1265,in[0],-67.50
1266,in[1],-62.00
1267,in[2],-66.50
1268,,
1272,in[0],-67.50
1273,in[1],-61.25
1274,in[2],-66.50
1275,,
1279,in[0],-67.75
1280,in[1],-61.25
1281,in[2],-66.50
1282,,
1286,in[0],-67.00
1287,in[1],-61.25
1288,in[2],-66.50
1289,,
1293,in[0],-67.00
1294,in[1],-62.25
1295,in[2],-67.00
1296,,
1300,in[0],-67.00
1301,in[1],-62.25
1302,in[2],-68.00
1303,,
1307,in[0],-67.75
1308,in[1],-62.25
1309,in[2],-68.75
1310,,
1314,in[0],-67.00
1315,in[1],-62.25
1316,in[2],-68.75
1317,,
1321,in[0],-67.00
1322,in[1],-62.00
1323,in[2],-68.75
1324,,
1328,in[0],-67.00
1329,in[1],-62.25
1330,in[2],-67.25
1331,,
1335,in[0],-67.00
1336,in[1],-62.25
1337,in[2],-67.25
1338,,
1342,in[0],-67.00
1343,in[1],-62.25
1344,in[2],-67.25
1345,,
1349,in[0],-67.00
1350,in[1],-62.25
1351,in[2],-65.75
1352,,
1356,in[0],-67.00
1357,in[1],-62.25
1358,in[2],-66.25
1359,,
1363,in[0],-66.75
1364,in[1],-62.25
1365,in[2],-66.25
1366,,
1370,in[0],-66.75
1371,in[1],-61.25
1372,in[2],-66.25
1373,,
1377,in[0],-67.25
1378,in[1],-61.25
1379,in[2],-66.00
1380,,
1384,in[0],-67.25
1385,in[1],-63.00
1386,in[2],-66.00
1387,,
1391,in[0],-67.25
1392,in[1],-64.50
1393,in[2],-66.50
1394,,
1398,in[0],-67.00
1399,in[1],-61.75
1400,in[2],-66.50
1401,,
1405,in[0],-67.00
1406,in[1],-61.75
1407,in[2],-66.50
1408,,
1412,in[0],-66.75
1413,in[1],-62.00
1414,in[2],-67.00
1415,,
1419,in[0],-66.75
1420,in[1],-59.00
1421,in[2],-67.00
1422,,
1426,in[0],-66.75
1427,in[1],-60.25
1428,in[2],-67.00
1429,,
1433,in[0],-66.50
1434,in[1],-60.25
1435,in[2],-67.00
1436,,
1440,in[0],-66.50
1441,in[1],-60.25
1442,in[2],-67.00
1443,,
1447,in[0],-66.50
1448,in[1],-60.25
1449,in[2],-67.00
1450,,
1454,in[0],-66.75
1455,in[1],-60.50
1456,in[2],-66.50
1457,,
1461,in[0],-67.00
1462,in[1],-60.50
1463,in[2],-66.50
1464,,
1468,in[0],-67.00
1469,in[1],-62.50
1470,in[2],-66.50
1471,,
1475,in[0],-67.00
1476,in[1],-61.25
1477,in[2],-66.50
1478,,
1482,in[0],-67.00
1483,in[1],-61.25
1484,in[2],-66.00
1485,,
1489,in[0],-66.75
1490,in[1],-60.25
1491,in[2],-66.00
1492,,
1496,in[0],-66.50
1497,in[1],-61.25
1498,in[2],-67.00
1499,,
1503,in[0],-66.00
1504,in[1],-61.25
1505,in[2],-67.00
1506,,
1510,in[0],-66.50
1511,in[1],-61.25
1512,in[2],-67.00
1513,,
1517,in[0],-66.50
1518,in[1],-62.50
1519,in[2],-66.75
1520,,
1524,in[0],-67.00
1525,in[1],-64.50
1526,in[2],-66.75
1527,,
1531,in[0],-67.50
1532,in[1],-65.25
1533,in[2],-67.75
1534,,
1538,in[0],-67.50
1539,in[1],-65.25
1540,in[2],-66.25
1541,,
1545,in[0],-67.50
1546,in[1],-62.00
1547,in[2],-66.25
1548,,
1552,in[0],-68.00
1553,in[1],-62.00
1554,in[2],-65.00
1555,,
1559,in[0],-68.00
1560,in[1],-62.00
1561,in[2],-65.50
1562,,
1566,in[0],-67.50
1567,in[1],-62.00
1568,in[2],-65.50
1569,,
1573,in[0],-67.50
1574,in[1],-62.00
1575,in[2],-65.50
1576,,
1580,in[0],-67.50
1581,in[1],-63.25
1582,in[2],-65.50
1583,,
1587,in[0],-68.00
1588,in[1],-62.25
1589,in[2],-65.50
1590,,
1594,in[0],-68.25
1595,in[1],-62.00
1596,in[2],-66.25
1597,,
1601,in[0],-68.25
1602,in[1],-59.00
1603,in[2],-66.25
1604,,
1608,in[0],-68.75
1609,in[1],-60.50
1610,in[2],-66.25
1611,,
1615,in[0],-68.75
1616,in[1],-60.50
1617,in[2],-64.75
1618,,
1622,in[0],-68.75
1623,in[1],-62.00
1624,in[2],-65.25
1625,,
1629,in[0],-68.00
1630,in[1],-62.00
1631,in[2],-65.25
1632,,
1636,in[0],-68.25
1637,in[1],-63.50
1638,in[2],-65.25
1639,,
1643,in[0],-68.25
1644,in[1],-63.50
1645,in[2],-66.75
1646,,
1650,in[0],-68.50
1651,in[1],-61.75
1652,in[2],-67.75
1653,,
1657,in[0],-68.50
1658,in[1],-61.75
1659,in[2],-67.75
1660,,
1664,in[0],-68.75
1665,in[1],-62.00
1666,in[2],-67.75
1667,,
1671,in[0],-68.75
1672,in[1],-62.00
1673,in[2],-66.25
1674,,
1678,in[0],-68.50
1679,in[1],-64.00
1680,in[2],-67.00
1681,,
1685,in[0],-68.00
1686,in[1],-64.25
1687,in[2],-67.00
1688,,
1692,in[0],-68.50
1693,in[1],-64.25
1694,in[2],-67.00
1695,,
1699,in[0],-68.50
1700,in[1],-64.25
1701,in[2],-67.00
1702,,
1706,in[0],-68.50
1707,in[1],-65.75
1708,in[2],-66.75
1709,,
1713,in[0],-68.00
1714,in[1],-62.50
1715,in[2],-66.75
1716,,
1720,in[0],-68.00
1721,in[1],-60.75
1722,in[2],-67.50
1723,,
1727,in[0],-68.00
1728,in[1],-59.00
1729,in[2],-66.50
1730,,
1734,in[0],-67.50
1735,in[1],-60.25
1736,in[2],-66.50
1737,,
1741,in[0],-66.50
1742,in[1],-60.25
1743,in[2],-65.00
1744,,
1748,in[0],-66.00
1749,in[1],-62.75
1750,in[2],-65.75
1751,,
1755,in[0],-66.00
1756,in[1],-62.50
1757,in[2],-65.75
1758,,
1762,in[0],-65.75
1763,in[1],-62.50
1764,in[2],-66.50
1765,,
1769,in[0],-66.75
1770,in[1],-64.25
1771,in[2],-67.00
1772,,
1776,in[0],-66.75
1777,in[1],-61.25
1778,in[2],-68.50
1779,,
1783,in[0],-67.00
1784,in[1],-61.25
1785,in[2],-66.50
1786,,
1790,in[0],-67.00
1791,in[1],-58.50
1792,in[2],-66.50
1793,,
1797,in[0],-66.50
1798,in[1],-59.50
1799,in[2],-66.50
1800,,
1804,in[0],-66.25
1805,in[1],-59.50
1806,in[2],-65.50
1807,,
1811,in[0],-65.75
1812,in[1],-60.50
1813,in[2],-65.50
1814,,
1818,in[0],-66.00
1819,in[1],-60.50
1820,in[2],-66.00
1821,,
1825,in[0],-66.50
1826,in[1],-60.50
1827,in[2],-67.00
1828,,
1832,in[0],-66.75
1833,in[1],-62.50
1834,in[2],-67.00
1835,,
1839,in[0],-67.25
1840,in[1],-62.75
1841,in[2],-68.00
1842,,
1846,in[0],-67.25
1847,in[1],-60.00
1848,in[2],-66.75
1849,,
1853,in[0],-67.50
1854,in[1],-63.00
1855,in[2],-66.75
1856,,
1860,in[0],-67.50
1861,in[1],-63.00
1862,in[2],-65.75
1863,,
1867,in[0],-67.50
1868,in[1],-63.00
1869,in[2],-65.75
1870,,
1874,in[0],-67.50
1875,in[1],-63.00
1876,in[2],-66.25
1877,,
1881,in[0],-66.75
1882,in[1],-65.00
1883,in[2],-66.25
1884,,
1888,in[0],-66.75
1889,in[1],-62.00
1890,in[2],-67.50
1891,,
1895,in[0],-66.75
1896,in[1],-62.00
1897,in[2],-67.00
1898,,
1902,in[0],-66.75
1903,in[1],-59.25
1904,in[2],-67.00
1905,,
1909,in[0],-66.50
1910,in[1],-59.25
1911,in[2],-67.00
1912,,
1916,in[0],-66.50
1917,in[1],-59.75
1918,in[2],-67.25
1919,,
1923,in[0],-66.50
1924,in[1],-60.00
1925,in[2],-67.25
1926,,
1930,in[0],-66.00
1931,in[1],-60.75
1932,in[2],-67.25
1933,,
1937,in[0],-66.00
1938,in[1],-60.75
1939,in[2],-65.75
1940,,
1944,in[0],-66.00
1945,in[1],-63.00
1946,in[2],-65.75
1947,,
1951,in[0],-66.00
1952,in[1],-62.25
1953,in[2],-65.75
1954,,
1958,in[0],-66.25
1959,in[1],-62.00
1960,in[2],-66.25
1961,,
1965,in[0],-66.25
1966,in[1],-62.00
1967,in[2],-67.00
1968,,
1972,in[0],-66.75
1973,in[1],-61.00
1974,in[2],-67.00
1975,,
1979,in[0],-66.75
1980,in[1],-58.50
1981,in[2],-67.00
1982,,
1986,in[0],-66.50
1987,in[1],-58.50
1988,in[2],-66.50
1989,,
1993,in[0],-66.75
1994,in[1],-58.50
1995,in[2],-65.00
1996,,
2000,in[0],-66.75
2001,in[1],-59.50
2002,in[2],-65.50
2003,,
2007,in[0],-66.75
2008,in[1],-59.50
2009,in[2],-66.25
2010,,
2014,in[0],-66.75
2015,in[1],-61.25
2016,in[2],-66.25
2017,,
2021,in[0],-66.25
2022,in[1],-61.25
2023,in[2],-66.75
2024,,
2028,in[0],-66.50
2029,in[1],-61.25
2030,in[2],-67.75
2031,,
2035,in[0],-66.50
2036,in[1],-61.25
2037,in[2],-67.75
2038,,
2042,in[0],-66.50
2043,in[1],-61.25
2044,in[2],-66.75
2045,,
2049,in[0],-66.50
2050,in[1],-61.25
2051,in[2],-66.25
2052,,
2056,in[0],-66.50
2057,in[1],-58.50
2058,in[2],-65.75
2059,,
2063,in[0],-66.75
2064,in[1],-59.50
2065,in[2],-65.00
2066,,
2070,in[0],-66.75
2071,in[1],-59.50
2072,in[2],-65.00
2073,,
2077,in[0],-66.75
2078,in[1],-59.50
2079,in[2],-66.00
2080,,
2084,in[0],-66.75
2085,in[1],-61.25
2086,in[2],-65.75
2087,,
2091,in[0],-66.75
2092,in[1],-61.25
2093,in[2],-66.25
2094,,
2098,in[0],-66.75
2099,in[1],-61.25
2100,in[2],-67.00
2101,,
2105,in[0],-66.75
2106,in[1],-61.25
2107,in[2],-67.00
2108,,
2112,in[0],-66.75
2113,in[1],-61.25
2114,in[2],-68.00
2115,,
2119,in[0],-66.75
2120,in[1],-61.25
2121,in[2],-66.50
2122,,
2126,in[0],-66.75
2127,in[1],-59.50
2128,in[2],-66.50
2129,,
2133,in[0],-66.75
2134,in[1],-60.50
2135,in[2],-66.50
2136,,
2140,in[0],-66.25
2141,in[1],-60.50
2142,in[2],-65.00
2143,,
2147,in[0],-66.25
2148,in[1],-63.25
2149,in[2],-65.00
2150,,
2154,in[0],-65.75
2155,in[1],-62.25
2156,in[2],-64.50
2157,,
2161,in[0],-65.75
2162,in[1],-62.25
2163,in[2],-66.00
2164,,
2168,in[0],-65.75
2169,in[1],-62.25
2170,in[2],-66.00
2171,,
2175,in[0],-65.75
2176,in[1],-59.50
2177,in[2],-66.00
2178,,
2182,in[0],-65.75
2183,in[1],-59.50
2184,in[2],-67.00
2185,,
2189,in[0],-65.75
2190,in[1],-59.50
2191,in[2],-67.00
2192,,
2196,in[0],-65.75
2197,in[1],-60.50
2198,in[2],-67.00
2199,,
2203,in[0],-65.75
2204,in[1],-62.25
2205,in[2],-67.50
2206,,
2210,in[0],-65.75
2211,in[1],-62.25
2212,in[2],-67.50
2213,,
2217,in[0],-66.25
2218,in[1],-64.00
2219,in[2],-67.50
2220,,
2224,in[0],-66.25
2225,in[1],-61.25
2226,in[2],-68.00
2227,,
2231,in[0],-66.25
2232,in[1],-61.25
2233,in[2],-68.00
2234,,
2238,in[0],-66.25
2239,in[1],-59.50
2240,in[2],-68.50
2241,,
2245,in[0],-66.25
2246,in[1],-60.50
2247,in[2],-67.50
2248,,
2252,in[0],-66.25
2253,in[1],-63.25
2254,in[2],-67.00
2255,,
2259,in[0],-65.75
2260,in[1],-62.00
2261,in[2],-66.00
2262,,
2266,in[0],-65.75
2267,in[1],-62.00
2268,in[2],-66.25
2269,,
2273,in[0],-66.25
2274,in[1],-61.00
2275,in[2],-66.75
2276,,
2280,in[0],-66.25
2281,in[1],-61.00
2282,in[2],-66.75
2283,,
2287,in[0],-66.25
2288,in[1],-61.00
2289,in[2],-67.25
2290,,
2294,in[0],-66.25
2295,in[1],-59.75
2296,in[2],-67.25
2297,,
2301,in[0],-66.75
2302,in[1],-62.25
2303,in[2],-68.25
2304,,
2308,in[0],-66.00
2309,in[1],-62.00
2310,in[2],-66.75
2311,,
2315,in[0],-66.00
2316,in[1],-62.25
2317,in[2],-65.75
2318,,
2322,in[0],-66.50
2323,in[1],-63.50
2324,in[2],-65.75
2325,,
2329,in[0],-66.50
2330,in[1],-61.00
2331,in[2],-65.75
2332,,
2336,in[0],-66.50
2337,in[1],-59.50
2338,in[2],-66.25
2339,,
2343,in[0],-66.75
2344,in[1],-59.50
2345,in[2],-67.25
2346,,
2350,in[0],-66.75
2351,in[1],-59.50
2352,in[2],-67.25
2353,,
2357,in[0],-66.75
2358,in[1],-59.50
2359,in[2],-68.25
2360,,
2364,in[0],-66.75
2365,in[1],-59.50
2366,in[2],-68.25
2367,,
2371,in[0],-67.25
2372,in[1],-59.50
2373,in[2],-68.25
2374,,
2378,in[0],-66.75
2379,in[1],-60.75
2380,in[2],-67.25
2381,,
2385,in[0],-67.50
2386,in[1],-60.75
2387,in[2],-67.00
2388,,
2392,in[0],-67.50
2393,in[1],-60.75
2394,in[2],-67.00
2395,,
2399,in[0],-68.00
2400,in[1],-57.75
2401,in[2],-67.50
2402,,
2406,in[0],-67.75
2407,in[1],-59.50
2408,in[2],-67.25
2409,,
2413,in[0],-67.50
2414,in[1],-59.50
2415,in[2],-67.25
2416,,
2420,in[0],-66.75
2421,in[1],-60.75
2422,in[2],-65.75
2423,,
2427,in[0],-66.75
2428,in[1],-62.50
2429,in[2],-65.75
2430,,
2434,in[0],-66.75
2435,in[1],-62.50
2436,in[2],-65.75
2437,,
2441,in[0],-66.75
2442,in[1],-64.00
2443,in[2],-64.25
2444,,
2448,in[0],-66.75
2449,in[1],-64.00
2450,in[2],-64.25
2451,,
2455,in[0],-66.75
2456,in[1],-64.00
2457,in[2],-63.50
2458,,
2462,in[0],-66.75
2463,in[1],-64.00
2464,in[2],-66.00
2465,,
2469,in[0],-66.00
2470,in[1],-64.00
2471,in[2],-66.50
2472,,
2476,in[0],-66.00
2477,in[1],-63.75
2478,in[2],-66.50
2479,,
2483,in[0],-66.25
2484,in[1],-63.00
2485,in[2],-66.00
