,id,Measurement
875,in[2],-61.75
876,,
880,in[0],-56.25
881,in[1],-57.50
882,in[2],-64.25
883,,
887,in[0],-56.50
888,in[1],-58.25
889,in[2],-61.50
890,,
894,in[0],-55.75
895,in[1],-58.25
896,in[2],-61.75
897,,
901,in[0],-55.75
902,in[1],-58.75
903,in[2],-61.75
904,,
908,in[0],-56.50
909,in[1],-58.00
910,in[2],-61.75
911,,
915,in[0],-56.50
916,in[1],-56.75
917,in[2],-58.50
918,,
922,in[0],-57.00
923,in[1],-56.50
924,in[2],-58.50
925,,
929,in[0],-57.25
930,in[1],-57.50
931,in[2],-58.50
932,,
936,in[0],-57.25
937,in[1],-58.75
938,in[2],-58.50
939,,
943,in[0],-57.50
944,in[1],-59.75
945,in[2],-58.50
946,,
950,in[0],-57.50
951,in[1],-59.50
952,in[2],-58.50
953,,
957,in[0],-57.50
958,in[1],-59.50
959,in[2],-58.50
960,,
964,in[0],-56.00
965,in[1],-59.00
966,in[2],-58.50
967,,
971,in[0],-56.25
972,in[1],-57.50
973,in[2],-62.50
974,,
978,in[0],-56.25
979,in[1],-57.50
980,in[2],-62.50
981,,
985,in[0],-56.75
986,in[1],-58.00
987,in[2],-66.50
988,,
992,in[0],-56.50
993,in[1],-58.25
994,in[2],-67.50
995,,
999,in[0],-56.50
1000,in[1],-58.25
1001,in[2],-64.00
1002,,
1006,in[0],-56.50
1007,in[1],-58.25
1008,in[2],-64.00
1009,,
1013,in[0],-55.75
1014,in[1],-58.00
1015,in[2],-63.00
1016,,
1020,in[0],-55.75
1021,in[1],-58.00
1022,in[2],-62.50
1023,,
1027,in[0],-55.00
1028,in[1],-57.25
1029,in[2],-65.25
1030,,
1034,in[0],-56.00
1035,in[1],-57.00
1036,in[2],-65.00
1037,,
1041,in[0],-56.00
1042,in[1],-57.00
1043,in[2],-68.50
1044,,
1048,in[0],-56.75
1049,in[1],-56.75
1050,in[2],-65.75
1051,,
1055,in[0],-55.75
1056,in[1],-57.25
1057,in[2],-65.75
1058,,
1062,in[0],-55.75
1063,in[1],-57.75
1064,in[2],-65.75
1065,,
1069,in[0],-55.75
1070,in[1],-57.50
1071,in[2],-63.00
1072,,
1076,in[0],-55.75
1077,in[1],-57.50
1078,in[2],-66.25
1079,,
1083,in[0],-56.50
1084,in[1],-57.50
1085,in[2],-66.25
1086,,
1090,in[0],-56.50
1091,in[1],-57.50
1092,in[2],-67.00
1093,,
1097,in[0],-57.25
1098,in[1],-57.25
1099,in[2],-67.25
1100,,
1104,in[0],-57.25
1105,in[1],-57.25
1106,in[2],-67.25
1107,,
1111,in[0],-57.25
1112,in[1],-58.00
1113,in[2],-63.25
1114,,
1118,in[0],-57.25
1119,in[1],-57.75
1120,in[2],-60.00
1121,,
1125,in[0],-55.75
1126,in[1],-57.75
1127,in[2],-62.75
1128,,
1132,in[0],-55.75
1133,in[1],-58.50
1134,in[2],-62.75
1135,,
1139,in[0],-55.75
1140,in[1],-58.00
1141,in[2],-66.50
1142,,
1146,in[0],-56.25
1147,in[1],-57.50
1148,in[2],-66.50
1149,,
1153,in[0],-56.50
1154,in[1],-57.00
1155,in[2],-66.50
1156,,
1160,in[0],-56.50
1161,in[1],-56.50
1162,in[2],-66.50
1163,,
1167,in[0],-56.50
1168,in[1],-57.25
1169,in[2],-66.75
1170,,
1174,in[0],-56.50
1175,in[1],-57.25
1176,in[2],-66.75
1177,,
1181,in[0],-56.50
1182,in[1],-58.00
1183,in[2],-65.75
1184,,
1188,in[0],-56.00
1189,in[1],-58.00
1190,in[2],-65.75
1191,,
1195,in[0],-56.00
1196,in[1],-57.75
1197,in[2],-65.75
1198,,
1202,in[0],-56.00
1203,in[1],-57.75
1204,in[2],-65.75
1205,,
1209,in[0],-55.75
1210,in[1],-57.50
1211,in[2],-65.75
1212,,
1216,in[0],-55.75
1217,in[1],-57.00
1218,in[2],-65.75
1219,,
1223,in[0],-56.25
1224,in[1],-56.75
1225,in[2],-63.00
1226,,
1230,in[0],-57.25
1231,in[1],-56.50
1232,in[2],-63.00
1233,,
1237,in[0],-57.25
1238,in[1],-56.50
1239,in[2],-60.25
1240,,
1244,in[0],-57.25
1245,in[1],-56.50
1246,in[2],-59.00
1247,,
1251,in[0],-56.50
1252,in[1],-56.50
1253,in[2],-59.00
1254,,
1258,in[0],-56.50
1259,in[1],-56.50
1260,in[2],-62.50
1261,,
1265,in[0],-56.00
1266,in[1],-56.50
1267,in[2],-62.50
1268,,
1272,in[0],-56.00
1273,in[1],-56.50
1274,in[2],-65.25
1275,,
1279,in[0],-56.00
1280,in[1],-56.50
1281,in[2],-65.25
1282,,
1286,in[0],-56.25
1287,in[1],-56.50
1288,in[2],-65.25
1289,,
1293,in[0],-57.00
1294,in[1],-56.75
1295,in[2],-65.25
1296,,
1300,in[0],-57.00
1301,in[1],-56.75
1302,in[2],-66.00
1303,,
1307,in[0],-57.00
1308,in[1],-56.75
1309,in[2],-62.50
1310,,
1314,in[0],-57.00
1315,in[1],-57.00
1316,in[2],-62.50
1317,,
1321,in[0],-56.00
1322,in[1],-57.25
1323,in[2],-62.50
1324,,
1328,in[0],-55.75
1329,in[1],-57.00
1330,in[2],-58.75
1331,,
1335,in[0],-55.00
1336,in[1],-57.00
1337,in[2],-61.50
1338,,
1342,in[0],-55.00
1343,in[1],-57.00
1344,in[2],-61.50
1345,,
1349,in[0],-55.25
1350,in[1],-57.00
1351,in[2],-64.25
1352,,
1356,in[0],-55.25
1357,in[1],-57.25
1358,in[2],-65.00
1359,,
1363,in[0],-55.25
1364,in[1],-57.25
1365,in[2],-65.00
1366,,
1370,in[0],-56.75
1371,in[1],-58.00
1372,in[2],-68.75
1373,,
1377,in[0],-56.75
1378,in[1],-58.00
1379,in[2],-65.75
1380,,
1384,in[0],-58.00
1385,in[1],-58.50
1386,in[2],-62.00
1387,,
1391,in[0],-58.00
1392,in[1],-58.50
1393,in[2],-62.25
1394,,
1398,in[0],-57.75
1399,in[1],-58.50
1400,in[2],-59.50
1401,,
1405,in[0],-57.75
1406,in[1],-58.50
1407,in[2],-62.25
1408,,
1412,in[0],-56.25
1413,in[1],-58.25
1414,in[2],-62.75
1415,,
1419,in[0],-55.25
1420,in[1],-58.25
1421,in[2],-65.50
1422,,
1426,in[0],-56.50
1427,in[1],-58.25
1428,in[2],-65.50
1429,,
1433,in[0],-58.25
1434,in[1],-58.25
1435,in[2],-65.50
1436,,
1440,in[0],-57.75
1441,in[1],-58.25
1442,in[2],-65.25
1443,,
1447,in[0],-57.50
1448,in[1],-57.25
1449,in[2],-61.75
1450,,
1454,in[0],-57.25
1455,in[1],-57.25
1456,in[2],-61.75
1457,,
1461,in[0],-55.75
1462,in[1],-57.25
1463,in[2],-61.50
1464,,
1468,in[0],-55.75
1469,in[1],-57.75
1470,in[2],-61.75
1471,,
1475,in[0],-55.75
1476,in[1],-57.00
1477,in[2],-61.75
1478,,
1482,in[0],-55.75
1483,in[1],-57.00
1484,in[2],-64.50
1485,,
1489,in[0],-55.75
1490,in[1],-57.00
1491,in[2],-65.25
1492,,
1496,in[0],-56.00
1497,in[1],-57.00
1498,in[2],-66.25
1499,,
1503,in[0],-56.25
1504,in[1],-57.50
1505,in[2],-62.25
1506,,
1510,in[0],-56.00
1511,in[1],-57.50
1512,in[2],-62.25
1513,,
1517,in[0],-56.00
1518,in[1],-57.75
1519,in[2],-61.75
1520,,
1524,in[0],-56.50
1525,in[1],-58.25
1526,in[2],-64.50
1527,,
1531,in[0],-55.25
1532,in[1],-58.00
1533,in[2],-64.50
1534,,
1538,in[0],-56.00
1539,in[1],-57.25
1540,in[2],-67.75
1541,,
1545,in[0],-56.00
1546,in[1],-57.25
1547,in[2],-65.00
1548,,
1552,in[0],-57.50
1553,in[1],-57.25
1554,in[2],-65.50
1555,,
1559,in[0],-57.50
1560,in[1],-57.25
1561,in[2],-62.75
1562,,
1566,in[0],-57.00
1567,in[1],-57.00
1568,in[2],-59.25
1569,,
1573,in[0],-57.00
1574,in[1],-57.50
1575,in[2],-59.25
1576,,
1580,in[0],-57.00
1581,in[1],-57.50
1582,in[2],-59.00
1583,,
1587,in[0],-57.00
1588,in[1],-57.50
1589,in[2],-59.00
1590,,
1594,in[0],-56.50
1595,in[1],-57.00
1596,in[2],-59.00
1597,,
1601,in[0],-55.75
1602,in[1],-56.25
1603,in[2],-61.75
1604,,
1608,in[0],-55.75
1609,in[1],-57.25
1610,in[2],-61.50
1611,,
1615,in[0],-55.75
1616,in[1],-57.25
1617,in[2],-61.50
1618,,
1622,in[0],-55.75
1623,in[1],-57.00
1624,in[2],-62.75
1625,,
1629,in[0],-55.75
1630,in[1],-56.75
1631,in[2],-62.25
1632,,
1636,in[0],-56.00
1637,in[1],-56.75
1638,in[2],-62.25
1639,,
1643,in[0],-56.00
1644,in[1],-56.75
1645,in[2],-59.50
1646,,
1650,in[0],-56.00
1651,in[1],-56.75
1652,in[2],-62.50
1653,,
1657,in[0],-56.00
1658,in[1],-55.75
1659,in[2],-62.50
1660,,
1664,in[0],-56.00
1665,in[1],-55.75
1666,in[2],-62.50
1667,,
1671,in[0],-56.25
1672,in[1],-56.25
1673,in[2],-62.50
1674,,
1678,in[0],-57.00
1679,in[1],-56.00
1680,in[2],-62.50
1681,,
1685,in[0],-56.75
1686,in[1],-56.00
1687,in[2],-63.50
1688,,
1692,in[0],-56.75
1693,in[1],-56.00
1694,in[2],-63.50
1695,,
1699,in[0],-56.75
1700,in[1],-56.00
1701,in[2],-63.50
1702,,
1706,in[0],-56.00
1707,in[1],-56.25
1708,in[2],-60.00
1709,,
1713,in[0],-56.50
1714,in[1],-56.25
1715,in[2],-60.00
1716,,
1720,in[0],-56.50
1721,in[1],-56.25
1722,in[2],-60.00
1723,,
1727,in[0],-56.50
1728,in[1],-56.25
1729,in[2],-63.00
1730,,
1734,in[0],-56.50
1735,in[1],-56.25
1736,in[2],-63.00
1737,,
1741,in[0],-56.50
1742,in[1],-56.25
1743,in[2],-63.00
1744,,
1748,in[0],-56.75
1749,in[1],-56.25
1750,in[2],-63.00
1751,,
1755,in[0],-56.00
1756,in[1],-56.75
1757,in[2],-63.00
1758,,
1762,in[0],-56.00
1763,in[1],-56.75
1764,in[2],-63.00
1765,,
1769,in[0],-55.25
1770,in[1],-56.75
1771,in[2],-59.25
1772,,
1776,in[0],-55.50
1777,in[1],-56.75
1778,in[2],-62.25
1779,,
1783,in[0],-55.50
1784,in[1],-56.50
1785,in[2],-61.25
1786,,
1790,in[0],-55.50
1791,in[1],-57.75
1792,in[2],-61.25
1793,,
1797,in[0],-56.25
1798,in[1],-57.75
1799,in[2],-65.25
1800,,
1804,in[0],-56.25
1805,in[1],-57.75
1806,in[2],-65.25
1807,,
1811,in[0],-56.25
1812,in[1],-58.50
1813,in[2],-65.25
1814,,
1818,in[0],-57.00
1819,in[1],-58.50
1820,in[2],-65.75
1821,,
1825,in[0],-56.75
1826,in[1],-59.75
1827,in[2],-65.75
1828,,
1832,in[0],-55.75
1833,in[1],-59.75
1834,in[2],-61.75
1835,,
1839,in[0],-55.75
1840,in[1],-57.75
1841,in[2],-61.75
1842,,
1846,in[0],-55.75
1847,in[1],-56.75
1848,in[2],-61.50
1849,,
1853,in[0],-55.50
1854,in[1],-56.75
1855,in[2],-61.25
1856,,
1860,in[0],-55.50
1861,in[1],-55.75
1862,in[2],-61.25
1863,,
1867,in[0],-55.50
1868,in[1],-55.75
1869,in[2],-61.25
1870,,
1874,in[0],-55.50
1875,in[1],-55.25
1876,in[2],-64.00
1877,,
1881,in[0],-56.25
1882,in[1],-55.25
1883,in[2],-65.00
1884,,
1888,in[0],-55.75
1889,in[1],-55.25
1890,in[2],-65.00
1891,,
1895,in[0],-55.75
1896,in[1],-56.50
1897,in[2],-65.00
1898,,
1902,in[0],-56.00
1903,in[1],-56.50
1904,in[2],-65.00
1905,,
1909,in[0],-56.25
1910,in[1],-56.50
1911,in[2],-65.25
1912,,
1916,in[0],-56.25
1917,in[1],-56.50
1918,in[2],-65.25
1919,,
1923,in[0],-56.25
1924,in[1],-56.25
1925,in[2],-62.00
1926,,
1930,in[0],-54.75
1931,in[1],-56.25
1932,in[2],-62.00
1933,,
1937,in[0],-54.75
1938,in[1],-56.25
1939,in[2],-64.75
1940,,
1944,in[0],-54.75
1945,in[1],-56.25
1946,in[2],-64.75
1947,,
1951,in[0],-54.75
1952,in[1],-56.00
1953,in[2],-64.75
1954,,
1958,in[0],-55.75
1959,in[1],-55.50
1960,in[2],-65.75
1961,,
1965,in[0],-56.00
1966,in[1],-55.50
1967,in[2],-65.75
1968,,
1972,in[0],-56.00
1973,in[1],-55.50
1974,in[2],-65.75
1975,,
1979,in[0],-56.00
1980,in[1],-56.25
1981,in[2],-65.75
1982,,
1986,in[0],-56.00
1987,in[1],-56.25
1988,in[2],-62.00
1989,,
1993,in[0],-56.00
1994,in[1],-56.25
1995,in[2],-62.00
1996,,
2000,in[0],-56.75
2001,in[1],-56.25
2002,in[2],-65.75
2003,,
2007,in[0],-56.75
2008,in[1],-56.50
2009,in[2],-65.75
2010,,
2014,in[0],-57.25
2015,in[1],-57.25
2016,in[2],-65.75
2017,,
2021,in[0],-57.25
2022,in[1],-57.00
2023,in[2],-66.00
2024,,
2028,in[0],-57.25
2029,in[1],-58.25
2030,in[2],-66.00
2031,,
2035,in[0],-57.25
2036,in[1],-58.00
2037,in[2],-66.00
2038,,
2042,in[0],-57.25
2043,in[1],-58.00
2044,in[2],-66.00
2045,,
2049,in[0],-57.25
2050,in[1],-58.00
2051,in[2],-62.00
2052,,
2056,in[0],-57.25
2057,in[1],-56.50
2058,in[2],-62.00
2059,,
2063,in[0],-57.25
2064,in[1],-56.50
2065,in[2],-62.25
2066,,
2070,in[0],-57.50
2071,in[1],-56.50
2072,in[2],-62.25
2073,,
2077,in[0],-55.75
2078,in[1],-56.50
2079,in[2],-62.25
2080,,
2084,in[0],-55.75
2085,in[1],-56.50
2086,in[2],-64.75
2087,,
2091,in[0],-55.50
2092,in[1],-56.50
2093,in[2],-64.75
2094,,
2098,in[0],-55.50
2099,in[1],-56.50
2100,in[2],-65.75
2101,,
2105,in[0],-55.50
2106,in[1],-56.50
2107,in[2],-65.75
2108,,
2112,in[0],-56.00
2113,in[1],-56.50
2114,in[2],-65.75
2115,,
2119,in[0],-56.00
2120,in[1],-57.50
2121,in[2],-66.75
2122,,
2126,in[0],-56.00
2127,in[1],-57.75
2128,in[2],-62.75
2129,,
2133,in[0],-56.00
2134,in[1],-57.75
2135,in[2],-62.75
2136,,
2140,in[0],-55.75
2141,in[1],-57.75
2142,in[2],-61.75
2143,,
2147,in[0],-55.75
2148,in[1],-58.00
2149,in[2],-61.75
2150,,
2154,in[0],-55.75
2155,in[1],-58.00
2156,in[2],-64.50
2157,,
2161,in[0],-55.25
2162,in[1],-56.50
2163,in[2],-64.50
2164,,
2168,in[0],-55.25
2169,in[1],-56.50
2170,in[2],-68.25
2171,,
2175,in[0],-55.50
2176,in[1],-55.50
2177,in[2],-68.25
2178,,
2182,in[0],-55.50
2183,in[1],-56.25
2184,in[2],-65.50
2185,,
2189,in[0],-56.00
2190,in[1],-56.25
2191,in[2],-65.50
2192,,
2196,in[0],-56.00
2197,in[1],-56.25
2198,in[2],-66.75
2199,,
2203,in[0],-56.25
2204,in[1],-57.00
2205,in[2],-63.00
2206,,
2210,in[0],-56.25
2211,in[1],-57.50
2212,in[2],-63.00
2213,,
2217,in[0],-56.25
2218,in[1],-57.50
2219,in[2],-59.25
2220,,
2224,in[0],-55.50
2225,in[1],-57.50
2226,in[2],-59.25
2227,,
2231,in[0],-55.50
2232,in[1],-56.25
2233,in[2],-62.00
2234,,
2238,in[0],-55.50
2239,in[1],-56.25
2240,in[2],-61.75
2241,,
2245,in[0],-56.25
2246,in[1],-55.00
2247,in[2],-65.25
2248,,
2252,in[0],-56.25
2253,in[1],-55.50
2254,in[2],-66.25
2255,,
2259,in[0],-56.75
2260,in[1],-55.50
2261,in[2],-63.00
2262,,
2266,in[0],-56.25
2267,in[1],-57.25
2268,in[2],-63.00
2269,,
2273,in[0],-56.25
2274,in[1],-57.75
2275,in[2],-63.00
2276,,
2280,in[0],-56.25
2281,in[1],-57.75
2282,in[2],-63.00
2283,,
2287,in[0],-55.50
2288,in[1],-58.25
2289,in[2],-63.00
2290,,
2294,in[0],-55.50
2295,in[1],-56.75
2296,in[2],-63.00
2297,,
2301,in[0],-55.50
2302,in[1],-56.75
2303,in[2],-63.00
2304,,
2308,in[0],-56.00
2309,in[1],-54.75
2310,in[2],-60.50
2311,,
2315,in[0],-56.00
2316,in[1],-55.75
2317,in[2],-60.50
2318,,
2322,in[0],-56.00
2323,in[1],-55.75
2324,in[2],-60.50
2325,,
2329,in[0],-56.00
2330,in[1],-55.75
2331,in[2],-61.00
2332,,
2336,in[0],-55.50
2337,in[1],-55.75
2338,in[2],-61.00
2339,,
2343,in[0],-55.50
2344,in[1],-55.75
2345,in[2],-63.50
2346,,
2350,in[0],-55.00
2351,in[1],-56.75
2352,in[2],-63.50
2353,,
2357,in[0],-55.00
2358,in[1],-56.75
2359,in[2],-63.50
2360,,
2364,in[0],-55.00
2365,in[1],-56.25
2366,in[2],-63.50
2367,,
2371,in[0],-55.00
2372,in[1],-56.00
2373,in[2],-62.50
2374,,
2378,in[0],-55.00
2379,in[1],-56.25
2380,in[2],-62.50
2381,,
2385,in[0],-55.00
2386,in[1],-56.50
2387,in[2],-59.00
2388,,
2392,in[0],-55.00
2393,in[1],-56.50
2394,in[2],-61.50
2395,,
2399,in[0],-55.00
2400,in[1],-56.25
2401,in[2],-61.50
2402,,
2406,in[0],-55.00
2407,in[1],-56.25
2408,in[2],-61.50
2409,,
2413,in[0],-55.50
2414,in[1],-56.75
2415,in[2],-62.50
2416,,
2420,in[0],-56.00
2421,in[1],-56.25
2422,in[2],-63.25
2423,,
2427,in[0],-56.25
2428,in[1],-57.00
2429,in[2],-63.25
2430,,
2434,in[0],-55.50
2435,in[1],-57.00
2436,in[2],-60.75
2437,,
2441,in[0],-55.50
2442,in[1],-57.50
2443,in[2],-63.25
2444,,
2448,in[0],-55.25
2449,in[1],-57.25
2450,in[2],-63.25
2451,,
2455,in[0],-55.25
2456,in[1],-57.25
2457,in[2],-65.75
2458,,
2462,in[0],-55.25
2463,in[1],-57.25
2464,in[2],-66.00
2465,,
2469,in[0],-56.50
2470,in[1],-56.00
2471,in[2],-66.00
2472,,
2476,in[0],-56.75
2477,in[1],-56.00
2478,in[2],-63.50
2479,,
2483,in[0],-57.00
2484,in[1],-55.00
2485,in[2],-60.00
