,id,Measurement
2486,,
2490,in[0],-57.00
2491,in[1],-55.50
2492,in[2],-62.50
2493,,
2497,in[0],-56.50
2498,in[1],-55.50
2499,in[2],-62.50
2500,,
2504,in[0],-55.50
2505,in[1],-56.50
2506,in[2],-62.50
2507,,
2511,in[0],-55.50
2512,in[1],-56.50
2513,in[2],-62.50
2514,,
2518,in[0],-55.50
2519,in[1],-57.00
2520,in[2],-62.50
2521,,
2525,in[0],-56.25
2526,in[1],-57.25
2527,in[2],-65.00
2528,,
2532,in[0],-56.25
2533,in[1],-56.75
2534,in[2],-66.00
2535,,
2539,in[0],-56.25
2540,in[1],-56.00
2541,in[2],-66.00
2542,,
2546,in[0],-56.25
2547,in[1],-56.50
2548,in[2],-66.00
2549,,
2553,in[0],-56.25
2554,in[1],-56.00
2555,in[2],-62.25
2556,,
2560,in[0],-56.25
2561,in[1],-56.50
2562,in[2],-62.25
2563,,
2567,in[0],-55.75
2568,in[1],-56.25
2569,in[2],-61.50
2570,,
2574,in[0],-55.75
2575,in[1],-56.25
2576,in[2],-61.50
2577,,
2581,in[0],-55.75
2582,in[1],-56.25
2583,in[2],-64.25
2584,,
2588,in[0],-56.25
2589,in[1],-55.25
2590,in[2],-64.25
2591,,
2595,in[0],-56.25
2596,in[1],-55.25
2597,in[2],-65.50
2598,,
2602,in[0],-56.25
2603,in[1],-55.50
2604,in[2],-65.50
2605,,
2609,in[0],-56.25
2610,in[1],-55.50
2611,in[2],-66.25
2612,,
2616,in[0],-56.25
2617,in[1],-55.50
2618,in[2],-62.75
2619,,
2623,in[0],-55.75
2624,in[1],-55.50
2625,in[2],-62.75
2626,,
2630,in[0],-55.75
2631,in[1],-56.25
2632,in[2],-62.50
2633,,
2637,in[0],-55.75
2638,in[1],-57.00
2639,in[2],-61.75
2640,,
2644,in[0],-56.25
2645,in[1],-57.25
2646,in[2],-64.25
2647,,
2651,in[0],-56.25
2652,in[1],-57.25
2653,in[2],-65.00
2654,,
2658,in[0],-56.25
2659,in[1],-57.25
2660,in[2],-65.00
2661,,
2665,in[0],-56.50
2666,in[1],-56.75
2667,in[2],-62.50
2668,,
2672,in[0],-56.00
2673,in[1],-56.50
2674,in[2],-62.25
2675,,
2679,in[0],-56.00
2680,in[1],-56.50
2681,in[2],-62.25
2682,,
2686,in[0],-55.50
2687,in[1],-56.75
2688,in[2],-62.25
2689,,
2693,in[0],-55.50
2694,in[1],-56.75
2695,in[2],-61.50
2696,,
2700,in[0],-55.50
2701,in[1],-56.75
2702,in[2],-64.25
2703,,
2707,in[0],-55.50
2708,in[1],-56.75
2709,in[2],-64.25
2710,,
2714,in[0],-55.50
2715,in[1],-56.75
2716,in[2],-64.25
2717,,
2721,in[0],-56.00
2722,in[1],-56.75
2723,in[2],-67.75
2724,,
2728,in[0],-56.00
2729,in[1],-56.75
2730,in[2],-65.25
2731,,
2735,in[0],-56.00
2736,in[1],-56.75
2737,in[2],-65.25
2738,,
2742,in[0],-57.50
2743,in[1],-56.75
2744,in[2],-65.25
2745,,
2749,in[0],-57.50
2750,in[1],-57.50
2751,in[2],-65.25
2752,,
2756,in[0],-57.50
2757,in[1],-57.50
2758,in[2],-65.25
2759,,
2763,in[0],-57.50
2764,in[1],-57.50
2765,in[2],-65.00
2766,,
2770,in[0],-57.50
2771,in[1],-57.75
2772,in[2],-65.00
2773,,
2777,in[0],-57.50
2778,in[1],-57.75
2779,in[2],-65.00
2780,,
2784,in[0],-57.50
2785,in[1],-57.75
2786,in[2],-65.25
2787,,
2791,in[0],-56.50
2792,in[1],-57.75
2793,in[2],-65.25
2794,,
2798,in[0],-56.50
2799,in[1],-57.75
2800,in[2],-65.25
2801,,
2805,in[0],-56.50
2806,in[1],-57.00
2807,in[2],-65.25
2808,,
2812,in[0],-56.50
2813,in[1],-57.00
2814,in[2],-62.50
2815,,
2819,in[0],-56.50
2820,in[1],-57.00
2821,in[2],-58.75
2822,,
2826,in[0],-55.00
2827,in[1],-57.00
2828,in[2],-61.50
2829,,
2833,in[0],-55.00
2834,in[1],-57.00
2835,in[2],-62.25
2836,,
2840,in[0],-55.00
2841,in[1],-58.00
2842,in[2],-65.25
2843,,
2847,in[0],-55.00
2848,in[1],-58.00
2849,in[2],-66.25
2850,,
2854,in[0],-56.00
2855,in[1],-58.00
2856,in[2],-66.25
2857,,
2861,in[0],-56.00
2862,in[1],-57.75
2863,in[2],-66.50
2864,,
2868,in[0],-56.00
2869,in[1],-57.00
2870,in[2],-63.75
2871,,
2875,in[0],-56.75
2876,in[1],-57.00
2877,in[2],-63.75
2878,,
2882,in[0],-56.75
2883,in[1],-57.00
2884,in[2],-63.75
2885,,
2889,in[0],-56.75
2890,in[1],-56.00
2891,in[2],-60.00
2892,,
2896,in[0],-56.75
2897,in[1],-57.00
2898,in[2],-62.75
2899,,
2903,in[0],-55.75
2904,in[1],-57.00
2905,in[2],-62.75
2906,,
2910,in[0],-55.75
2911,in[1],-58.00
2912,in[2],-65.50
2913,,
2917,in[0],-55.00
2918,in[1],-58.00
2919,in[2],-65.50
2920,,
2924,in[0],-56.00
2925,in[1],-58.00
2926,in[2],-65.50
2927,,
2931,in[0],-56.25
2932,in[1],-58.00
2933,in[2],-65.50
2934,,
2938,in[0],-56.25
2939,in[1],-58.00
2940,in[2],-65.50
2941,,
2945,in[0],-56.25
2946,in[1],-58.00
2947,in[2],-65.50
2948,,
2952,in[0],-56.25
2953,in[1],-57.00
2954,in[2],-62.75
2955,,
2959,in[0],-56.25
2960,in[1],-57.75
2961,in[2],-65.50
2962,,
2966,in[0],-56.25
2967,in[1],-57.75
2968,in[2],-65.50
2969,,
2973,in[0],-55.50
2974,in[1],-57.75
2975,in[2],-66.50
2976,,
2980,in[0],-57.25
2981,in[1],-57.75
2982,in[2],-66.50
2983,,
2987,in[0],-57.25
2988,in[1],-57.00
2989,in[2],-66.50
2990,,
2994,in[0],-57.25
2995,in[1],-57.00
2996,in[2],-63.75
2997,,
3001,in[0],-59.25
3002,in[1],-57.00
3003,in[2],-63.00
3004,,
3008,in[0],-59.25
3009,in[1],-57.25
3010,in[2],-63.00
3011,,
