,id,Measurement
2485,in[2],-75.25
2486,,
2490,in[0],-77.50
2491,in[1],-67.50
2492,in[2],-80.00
2493,,
2497,in[0],-77.50
2498,in[1],-67.00
2499,in[2],-80.00
2500,,
2504,in[0],-77.50
2505,in[1],-66.00
2506,in[2],-77.25
2507,,
2511,in[0],-77.50
2512,in[1],-66.00
2513,in[2],-77.25
2514,,
2518,in[0],-77.00
2519,in[1],-66.00
2520,in[2],-77.00
2521,,
2525,in[0],-77.00
2526,in[1],-67.00
2527,in[2],-77.00
2528,,
2532,in[0],-77.00
2533,in[1],-67.00
2534,in[2],-77.00
2535,,
2539,in[0],-76.25
2540,in[1],-67.50
2541,in[2],-76.00
2542,,
2546,in[0],-76.25
2547,in[1],-67.50
2548,in[2],-76.00
2549,,
2553,in[0],-76.25
2554,in[1],-66.25
2555,in[2],-76.00
2556,,
2560,in[0],-72.50
2561,in[1],-66.25
2562,in[2],-79.00
2563,,
2567,in[0],-72.50
2568,in[1],-66.25
2569,in[2],-79.00
2570,,
2574,in[0],-75.75
2575,in[1],-66.50
2576,in[2],-82.50
2577,,
2581,in[0],-75.75
2582,in[1],-66.50
2583,in[2],-82.50
2584,,
2588,in[0],-76.75
2589,in[1],-67.25
2590,in[2],-77.75
2591,,
2595,in[0],-76.75
2596,in[1],-67.50
2597,in[2],-77.75
2598,,
2602,in[0],-76.75
2603,in[1],-68.00
2604,in[2],-77.75
2605,,
2609,in[0],-74.50
2610,in[1],-67.75
2611,in[2],-77.75
2612,,
2616,in[0],-73.50
2617,in[1],-66.75
2618,in[2],-78.75
2619,,
2623,in[0],-76.00
2624,in[1],-66.75
2625,in[2],-78.75
2626,,
2630,in[0],-76.00
2631,in[1],-65.75
2632,in[2],-78.75
2633,,
2637,in[0],-75.75
2638,in[1],-65.75
2639,in[2],-79.75
2640,,
2644,in[0],-77.50
2645,in[1],-66.25
2646,in[2],-79.75
2647,,
2651,in[0],-75.50
2652,in[1],-66.25
2653,in[2],-79.75
2654,,
2658,in[0],-72.50
2659,in[1],-66.25
2660,in[2],-79.50
2661,,
2665,in[0],-73.00
2666,in[1],-67.00
2667,in[2],-79.50
2668,,
2672,in[0],-73.25
2673,in[1],-66.00
2674,in[2],-79.50
2675,,
2679,in[0],-75.50
2680,in[1],-66.00
2681,in[2],-79.50
2682,,
2686,in[0],-75.50
2687,in[1],-67.25
2688,in[2],-75.00
2689,,
2693,in[0],-76.00
2694,in[1],-67.50
2695,in[2],-75.00
2696,,
2700,in[0],-76.00
2701,in[1],-69.00
2702,in[2],-75.00
2703,,
2707,in[0],-76.25
2708,in[1],-69.00
2709,in[2],-75.00
2710,,
2714,in[0],-73.25
2715,in[1],-67.75
2716,in[2],-75.00
2717,,
2721,in[0],-76.25
2722,in[1],-66.50
2723,in[2],-75.00
2724,,
2728,in[0],-76.25
2729,in[1],-66.50
2730,in[2],-71.00
2731,,
2735,in[0],-76.25
2736,in[1],-66.50
2737,in[2],-71.00
2738,,
2742,in[0],-79.25
2743,in[1],-66.50
2744,in[2],-71.00
2745,,
2749,in[0],-77.00
2750,in[1],-66.50
2751,in[2],-75.25
2752,,
2756,in[0],-77.00
2757,in[1],-66.50
2758,in[2],-79.75
2759,,
2763,in[0],-74.00
2764,in[1],-66.50
2765,in[2],-79.75
2766,,
2770,in[0],-74.25
2771,in[1],-67.75
2772,in[2],-79.75
2773,,
2777,in[0],-74.25
2778,in[1],-67.50
2779,in[2],-79.75
2780,,
2784,in[0],-74.75
2785,in[1],-66.50
2786,in[2],-79.75
2787,,
2791,in[0],-74.75
2792,in[1],-66.25
2793,in[2],-79.75
2794,,
2798,in[0],-77.00
2799,in[1],-67.25
2800,in[2],-79.75
2801,,
2805,in[0],-77.00
2806,in[1],-67.25
2807,in[2],-80.00
2808,,
2812,in[0],-76.75
2813,in[1],-67.25
2814,in[2],-76.00
2815,,
2819,in[0],-76.75
2820,in[1],-67.25
2821,in[2],-76.00
2822,,
2826,in[0],-74.00
2827,in[1],-67.25
2828,in[2],-76.00
2829,,
2833,in[0],-73.25
2834,in[1],-67.25
2835,in[2],-76.25
2836,,
2840,in[0],-73.25
2841,in[1],-66.50
2842,in[2],-76.25
2843,,
2847,in[0],-73.25
2848,in[1],-66.50
2849,in[2],-76.25
2850,,
2854,in[0],-73.00
2855,in[1],-66.00
2856,in[2],-76.25
2857,,
2861,in[0],-75.25
2862,in[1],-65.75
2863,in[2],-76.25
2864,,
2868,in[0],-75.25
2869,in[1],-65.75
2870,in[2],-76.25
2871,,
2875,in[0],-75.25
2876,in[1],-65.75
2877,in[2],-76.25
2878,,
2882,in[0],-75.25
2883,in[1],-65.75
2884,in[2],-76.25
2885,,
2889,in[0],-73.25
2890,in[1],-65.75
2891,in[2],-80.25
2892,,
2896,in[0],-73.25
2897,in[1],-66.75
2898,in[2],-75.75
2899,,
2903,in[0],-74.00
2904,in[1],-66.75
2905,in[2],-79.25
2906,,
2910,in[0],-74.00
2911,in[1],-66.50
2912,in[2],-79.25
2913,,
2917,in[0],-77.25
2918,in[1],-66.50
2919,in[2],-79.00
2920,,
2924,in[0],-77.25
2925,in[1],-66.50
2926,in[2],-79.25
2927,,
2931,in[0],-77.00
2932,in[1],-66.50
2933,in[2],-79.25
2934,,
2938,in[0],-77.00
2939,in[1],-68.00
2940,in[2],-79.25
2941,,
2945,in[0],-79.50
2946,in[1],-68.00
2947,in[2],-79.25
2948,,
2952,in[0],-76.50
2953,in[1],-68.25
2954,in[2],-79.25
2955,,
2959,in[0],-76.50
2960,in[1],-68.25
2961,in[2],-79.25
2962,,
2966,in[0],-76.50
2967,in[1],-68.00
2968,in[2],-78.75
2969,,
2973,in[0],-73.50
2974,in[1],-68.00
2975,in[2],-78.75
2976,,
2980,in[0],-73.50
2981,in[1],-68.00
2982,in[2],-78.75
2983,,
2987,in[0],-72.75
2988,in[1],-68.00
2989,in[2],-79.00
2990,,
2994,in[0],-75.50
2995,in[1],-66.75
2996,in[2],-79.00
2997,,
3001,in[0],-75.50
3002,in[1],-66.25
3003,in[2],-78.50
3004,,
3008,in[0],-77.50
3009,in[1],-67.25
3010,in[2],-78.50
3011,,
3015,in[0],-75.75
3016,in[1],-67.25
3017,in[2],-78.50
3018,,
3022,in[0],-75.75
3023,in[1],-66.75
3024,in[2],-78.50
3025,,
3029,in[0],-73.75
3030,in[1],-66.75
3031,in[2],-78.50
3032,,
3036,in[0],-73.75
3037,in[1],-67.50
3038,in[2],-75.00
3039,,
3043,in[0],-71.75
3044,in[1],-67.25
3045,in[2],-75.00
3046,,
3050,in[0],-71.75
3051,in[1],-67.25
3052,in[2],-75.00
3053,,
3057,in[0],-73.75
3058,in[1],-67.25
3059,in[2],-79.00
3060,,
3064,in[0],-73.50
3065,in[1],-67.25
3066,in[2],-79.00
3067,,
3071,in[0],-75.25
3072,in[1],-67.00
3073,in[2],-75.50
3074,,
3078,in[0],-75.25
3079,in[1],-67.00
3080,in[2],-75.50
3081,,
3085,in[0],-75.00
3086,in[1],-67.00
3087,in[2],-75.50
3088,,
3092,in[0],-73.75
3093,in[1],-66.50
3094,in[2],-75.50
3095,,
3099,in[0],-73.75
3100,in[1],-65.75
3101,in[2],-75.50
3102,,
3106,in[0],-73.50
3107,in[1],-65.75
3108,in[2],-75.50
3109,,
3113,in[0],-74.50
3114,in[1],-66.75
3115,in[2],-78.50
3116,,
3120,in[0],-75.75
3121,in[1],-68.25
3122,in[2],-77.25
3123,,
3127,in[0],-75.00
3128,in[1],-68.25
3129,in[2],-77.00
3130,,
3134,in[0],-75.00
3135,in[1],-69.75
3136,in[2],-77.00
3137,,
3141,in[0],-75.00
3142,in[1],-69.00
3143,in[2],-77.00
3144,,
3148,in[0],-72.25
3149,in[1],-68.00
3150,in[2],-77.00
3151,,
3155,in[0],-72.25
3156,in[1],-67.75
3157,in[2],-74.25
3158,,
3162,in[0],-72.25
3163,in[1],-66.25
3164,in[2],-75.00
3165,,
3169,in[0],-74.50
3170,in[1],-66.25
3171,in[2],-78.25
3172,,
3176,in[0],-74.75
3177,in[1],-65.25
3178,in[2],-78.25
3179,,
3183,in[0],-74.75
3184,in[1],-66.00
3185,in[2],-81.00
3186,,
3190,in[0],-76.75
3191,in[1],-66.00
3192,in[2],-81.00
3193,,
3197,in[0],-76.75
3198,in[1],-66.75
3199,in[2],-81.00
3200,,
3204,in[0],-76.75
3205,in[1],-67.75
3206,in[2],-80.75
3207,,
3211,in[0],-76.75
3212,in[1],-67.75
3213,in[2],-80.50
3214,,
3218,in[0],-73.00
3219,in[1],-67.75
3220,in[2],-77.25
3221,,
3225,in[0],-73.00
3226,in[1],-67.75
3227,in[2],-78.75
3228,,
3232,in[0],-73.00
3233,in[1],-67.75
3234,in[2],-82.50
3235,,
3239,in[0],-73.50
3240,in[1],-68.00
3241,in[2],-82.50
3242,,
3246,in[0],-73.50
3247,in[1],-68.00
3248,in[2],-82.50
3249,,
3253,in[0],-73.50
3254,in[1],-68.00
3255,in[2],-79.00
3256,,
3260,in[0],-71.50
3261,in[1],-68.00
3262,in[2],-79.00
3263,,
3267,in[0],-71.50
3268,in[1],-67.75
3269,in[2],-79.25
3270,,
3274,in[0],-71.50
3275,in[1],-67.25
3276,in[2],-78.75
3277,,
3281,in[0],-75.00
3282,in[1],-67.25
3283,in[2],-78.75
3284,,
3288,in[0],-75.00
3289,in[1],-67.25
3290,in[2],-79.25
3291,,
3295,in[0],-75.50
3296,in[1],-67.50
3297,in[2],-82.75
3298,,
3302,in[0],-75.50
3303,in[1],-66.50
3304,in[2],-82.50
3305,,
3309,in[0],-75.50
3310,in[1],-67.75
3311,in[2],-82.75
3312,,
3316,in[0],-77.25
3317,in[1],-67.75
3318,in[2],-82.75
3319,,
3323,in[0],-77.25
3324,in[1],-69.25
3325,in[2],-82.75
3326,,
3330,in[0],-77.25
3331,in[1],-68.75
3332,in[2],-82.75
3333,,
3337,in[0],-77.25
3338,in[1],-68.50
3339,in[2],-78.50
3340,,
3344,in[0],-73.75
3345,in[1],-68.50
3346,in[2],-78.50
3347,,
3351,in[0],-75.75
3352,in[1],-68.50
3353,in[2],-78.00
3354,,
3358,in[0],-73.75
3359,in[1],-66.75
3360,in[2],-78.00
3361,,
3365,in[0],-73.75
3366,in[1],-66.75
3367,in[2],-78.00
3368,,
3372,in[0],-75.50
3373,in[1],-65.75
3374,in[2],-78.25
3375,,
3379,in[0],-75.50
3380,in[1],-67.50
3381,in[2],-78.25
3382,,
3386,in[0],-75.50
3387,in[1],-67.50
3388,in[2],-78.25
3389,,
3393,in[0],-75.50
3394,in[1],-69.25
3395,in[2],-74.50
3396,,
3400,in[0],-75.50
3401,in[1],-69.25
3402,in[2],-74.50
3403,,
3407,in[0],-75.50
3408,in[1],-69.25
3409,in[2],-74.50
3410,,
3414,in[0],-75.25
3415,in[1],-69.25
3416,in[2],-74.50
3417,,
3421,in[0],-74.25
3422,in[1],-67.50
3423,in[2],-78.00
3424,,
3428,in[0],-76.00
3429,in[1],-67.50
3430,in[2],-78.00
3431,,
3435,in[0],-76.00
3436,in[1],-69.25
3437,in[2],-78.00
3438,,
3442,in[0],-76.00
3443,in[1],-69.25
3444,in[2],-78.00
3445,,
3449,in[0],-75.75
3450,in[1],-69.25
3451,in[2],-78.00
3452,,
3456,in[0],-76.00
3457,in[1],-69.25
3458,in[2],-75.25
3459,,
3463,in[0],-76.00
3464,in[1],-69.25
3465,in[2],-75.25
3466,,
3470,in[0],-72.00
3471,in[1],-68.75
3472,in[2],-75.25
3473,,
3477,in[0],-72.00
3478,in[1],-68.75
3479,in[2],-75.25
3480,,
3484,in[0],-72.00
3485,in[1],-68.75
3486,in[2],-75.25
3487,,
3491,in[0],-72.00
3492,in[1],-68.75
3493,in[2],-75.25
3494,,
3498,in[0],-72.00
3499,in[1],-67.25
3500,in[2],-75.25
3501,,
3505,in[0],-72.00
3506,in[1],-67.25
3507,in[2],-75.25
3508,,
3512,in[0],-72.00
3513,in[1],-67.25
3514,in[2],-75.25
3515,,
3519,in[0],-70.75
3520,in[1],-67.50
3521,in[2],-75.25
3522,,
3526,in[0],-70.75
3527,in[1],-68.75
3528,in[2],-75.25
3529,,
3533,in[0],-70.75
3534,in[1],-68.75
3535,in[2],-75.25
3536,,
3540,in[0],-70.75
3541,in[1],-68.75
3542,in[2],-75.25
3543,,
3547,in[0],-70.75
3548,in[1],-70.00
3549,in[2],-75.25
3550,,
3554,in[0],-70.75
3555,in[1],-70.00
3556,in[2],-75.25
3557,,
3561,in[0],-70.75
3562,in[1],-68.25
3563,in[2],-75.25
3564,,
3568,in[0],-70.75
3569,in[1],-68.25
3570,in[2],-78.50
3571,,
3575,in[0],-72.50
3576,in[1],-66.75
3577,in[2],-78.50
3578,,
3582,in[0],-72.50
3583,in[1],-67.00
3584,in[2],-78.50
3585,,
3589,in[0],-72.50
3590,in[1],-67.00
3591,in[2],-78.50
3592,,
3596,in[0],-72.75
3597,in[1],-67.00
3598,in[2],-78.50
3599,,
3603,in[0],-72.75
3604,in[1],-66.75
3605,in[2],-78.50
3606,,
3610,in[0],-77.50
3611,in[1],-68.00
3612,in[2],-78.50
3613,,
3617,in[0],-77.50
3618,in[1],-68.00
3619,in[2],-78.50
3620,,
3624,in[0],-80.75
3625,in[1],-69.25
3626,in[2],-82.00
3627,,
3631,in[0],-80.75
3632,in[1],-68.00
3633,in[2],-82.00
3634,,
3638,in[0],-80.75
3639,in[1],-68.00
3640,in[2],-82.00
3641,,
3645,in[0],-83.00
3646,in[1],-66.75
3647,in[2],-82.00
3648,,
3652,in[0],-84.50
3653,in[1],-66.75
3654,in[2],-78.75
3655,,
3659,in[0],-80.00
3660,in[1],-66.75
3661,in[2],-78.75
3662,,
3666,in[0],-76.75
3667,in[1],-66.75
3668,in[2],-75.50
3669,,
3673,in[0],-73.00
3674,in[1],-67.00
3675,in[2],-75.50
3676,,
3680,in[0],-73.00
3681,in[1],-66.75
3682,in[2],-75.50
3683,,
3687,in[0],-71.50
3688,in[1],-66.50
3689,in[2],-75.50
3690,,
3694,in[0],-71.50
3695,in[1],-67.50
3696,in[2],-75.50
3697,,
3701,in[0],-71.50
3702,in[1],-66.00
3703,in[2],-78.75
3704,,
3708,in[0],-73.00
3709,in[1],-66.00
3710,in[2],-78.75
3711,,
3715,in[0],-73.00
3716,in[1],-66.50
3717,in[2],-78.75
3718,,
3722,in[0],-73.00
3723,in[1],-67.25
3724,in[2],-78.75
3725,,
3729,in[0],-73.00
3730,in[1],-67.25
3731,in[2],-78.75
3732,,
3736,in[0],-73.00
3737,in[1],-67.75
3738,in[2],-78.75
3739,,
3743,in[0],-73.00
3744,in[1],-68.75
3745,in[2],-78.50
3746,,
3750,in[0],-73.00
3751,in[1],-68.75
3752,in[2],-78.50
3753,,
3757,in[0],-73.25
3758,in[1],-68.75
3759,in[2],-78.50
3760,,
3764,in[0],-77.25
3765,in[1],-68.25
3766,in[2],-78.75
3767,,
3771,in[0],-77.25
3772,in[1],-67.75
3773,in[2],-78.75
3774,,
3778,in[0],-76.75
3779,in[1],-67.00
3780,in[2],-78.75
3781,,
3785,in[0],-76.75
3786,in[1],-66.25
3787,in[2],-78.75
3788,,
3792,in[0],-76.50
3793,in[1],-66.25
3794,in[2],-78.50
3795,,
3799,in[0],-76.25
3800,in[1],-66.25
3801,in[2],-82.50
3802,,
3806,in[0],-76.25
3807,in[1],-67.25
3808,in[2],-78.75
3809,,
3813,in[0],-76.25
3814,in[1],-67.25
3815,in[2],-78.75
3816,,
3820,in[0],-76.25
3821,in[1],-67.25
3822,in[2],-75.00
3823,,
3827,in[0],-77.50
3828,in[1],-67.25
3829,in[2],-79.50
3830,,
3834,in[0],-77.50
3835,in[1],-67.50
3836,in[2],-79.00
3837,,
3841,in[0],-77.50
3842,in[1],-68.25
3843,in[2],-79.00
3844,,
3848,in[0],-77.50
3849,in[1],-68.00
3850,in[2],-79.00
3851,,
3855,in[0],-73.75
3856,in[1],-68.00
3857,in[2],-79.00
3858,,
3862,in[0],-72.50
3863,in[1],-66.25
3864,in[2],-79.00
3865,,
3869,in[0],-75.75
3870,in[1],-66.75
3871,in[2],-79.00
3872,,
3876,in[0],-75.75
3877,in[1],-66.75
3878,in[2],-74.50
3879,,
3883,in[0],-80.00
3884,in[1],-68.00
3885,in[2],-74.50
3886,,
3890,in[0],-80.00
3891,in[1],-69.25
3892,in[2],-74.25
3893,,
3897,in[0],-80.00
3898,in[1],-69.25
3899,in[2],-74.25
3900,,
3904,in[0],-81.75
3905,in[1],-69.00
3906,in[2],-74.25
3907,,
3911,in[0],-77.00
3912,in[1],-68.00
3913,in[2],-77.75
3914,,
3918,in[0],-77.00
3919,in[1],-68.00
3920,in[2],-81.00
3921,,
3925,in[0],-73.00
3926,in[1],-68.00
3927,in[2],-81.25
3928,,
3932,in[0],-73.00
3933,in[1],-68.25
3934,in[2],-81.25
3935,,
3939,in[0],-73.00
3940,in[1],-68.25
3941,in[2],-81.25
3942,,
3946,in[0],-73.00
3947,in[1],-68.25
3948,in[2],-78.25
3949,,
3953,in[0],-72.75
3954,in[1],-68.00
3955,in[2],-78.25
3956,,
3960,in[0],-72.75
3961,in[1],-68.25
3962,in[2],-78.25
3963,,
3967,in[0],-72.50
3968,in[1],-68.25
3969,in[2],-78.25
3970,,
3974,in[0],-72.50
3975,in[1],-66.75
3976,in[2],-78.25
3977,,
3981,in[0],-72.50
3982,in[1],-66.75
3983,in[2],-78.25
3984,,
3988,in[0],-72.50
3989,in[1],-66.75
3990,in[2],-78.25
3991,,
3995,in[0],-75.75
3996,in[1],-66.75
3997,in[2],-75.00
3998,,
4002,in[0],-75.50
4003,in[1],-68.50
4004,in[2],-75.00
4005,,
4009,in[0],-75.50
4010,in[1],-68.50
4011,in[2],-74.50
4012,,
4016,in[0],-75.50
4017,in[1],-68.50
4018,in[2],-74.50
4019,,
4023,in[0],-77.25
4024,in[1],-69.25
4025,in[2],-74.50
4026,,
4030,in[0],-77.25
4031,in[1],-68.00
4032,in[2],-78.50
4033,,
4037,in[0],-74.00
4038,in[1],-68.00
4039,in[2],-78.50
4040,,
4044,in[0],-72.75
4045,in[1],-66.25
4046,in[2],-75.00
4047,,
4051,in[0],-75.75
4052,in[1],-67.25
4053,in[2],-75.00
4054,,
4058,in[0],-75.75
4059,in[1],-67.25
4060,in[2],-75.00
4061,,
4065,in[0],-81.50
4066,in[1],-68.50
4067,in[2],-75.00
4068,,
4072,in[0],-81.50
4073,in[1],-69.50
4074,in[2],-75.25
4075,,
4079,in[0],-83.75
4080,in[1],-69.00
4081,in[2],-75.25
4082,,
4086,in[0],-79.00
4087,in[1],-67.00
4088,in[2],-75.25
4089,,
4093,in[0],-79.00
4094,in[1],-67.00
4095,in[2],-75.25
4096,,
4100,in[0],-79.00
4101,in[1],-67.00
4102,in[2],-71.00
4103,,
4107,in[0],-79.00
4108,in[1],-67.00
4109,in[2],-71.00
4110,,
4114,in[0],-77.75
4115,in[1],-67.25
4116,in[2],-71.00
4117,,
4121,in[0],-77.75
4122,in[1],-68.50
4123,in[2],-71.00
4124,,
4128,in[0],-77.75
4129,in[1],-68.50
4130,in[2],-71.00
4131,,
4135,in[0],-77.50
4136,in[1],-69.75
4137,in[2],-71.00
4138,,
4142,in[0],-77.50
4143,in[1],-68.50
4144,in[2],-70.75
4145,,
4149,in[0],-77.50
4150,in[1],-68.50
4151,in[2],-70.75
4152,,
4156,in[0],-73.25
4157,in[1],-66.75
4158,in[2],-70.75
4159,,
4163,in[0],-73.25
4164,in[1],-66.75
4165,in[2],-70.75
4166,,
4170,in[0],-73.25
4171,in[1],-66.75
4172,in[2],-70.75
4173,,
4177,in[0],-73.25
4178,in[1],-67.00
4179,in[2],-75.50
4180,,
4184,in[0],-72.75
4185,in[1],-66.75
4186,in[2],-75.50
4187,,
4191,in[0],-74.50
4192,in[1],-66.75
4193,in[2],-75.50
4194,,
4198,in[0],-76.25
4199,in[1],-68.00
4200,in[2],-79.25
4201,,
4205,in[0],-76.50
4206,in[1],-67.75
4207,in[2],-79.50
4208,,
4212,in[0],-76.50
4213,in[1],-68.75
4214,in[2],-79.50
4215,,
4219,in[0],-72.75
4220,in[1],-68.75
4221,in[2],-79.50
4222,,
4226,in[0],-74.00
4227,in[1],-69.50
4228,in[2],-78.25
4229,,
4233,in[0],-73.75
4234,in[1],-69.75
4235,in[2],-78.25
4236,,
4240,in[0],-75.25
4241,in[1],-69.75
4242,in[2],-78.25
4243,,
4247,in[0],-77.00
4248,in[1],-69.50
4249,in[2],-78.25
4250,,
4254,in[0],-77.00
4255,in[1],-69.50
4256,in[2],-79.00
4257,,
4261,in[0],-76.25
4262,in[1],-69.25
4263,in[2],-79.25
4264,,
4268,in[0],-76.25
4269,in[1],-68.00
4270,in[2],-79.25
4271,,
4275,in[0],-78.25
4276,in[1],-68.00
4277,in[2],-79.25
4278,,
4282,in[0],-75.25
4283,in[1],-69.00
4284,in[2],-79.25
4285,,
4289,in[0],-75.75
4290,in[1],-69.00
4291,in[2],-79.25
4292,,
4296,in[0],-75.75
4297,in[1],-69.00
4298,in[2],-79.25
4299,,
4303,in[0],-76.50
4304,in[1],-68.75
4305,in[2],-79.25
4306,,
4310,in[0],-76.50
4311,in[1],-68.75
4312,in[2],-79.25
4313,,
4317,in[0],-76.50
4318,in[1],-67.25
4319,in[2],-79.25
4320,,
4324,in[0],-76.00
4325,in[1],-67.25
4326,in[2],-79.75
4327,,
4331,in[0],-76.00
4332,in[1],-67.75
4333,in[2],-75.25
4334,,
4338,in[0],-73.50
4339,in[1],-68.00
4340,in[2],-79.00
4341,,
4345,in[0],-73.50
4346,in[1],-68.00
4347,in[2],-79.00
4348,,
4352,in[0],-73.50
4353,in[1],-68.75
4354,in[2],-79.00
4355,,
4359,in[0],-74.00
4360,in[1],-68.50
4361,in[2],-79.00
4362,,
4366,in[0],-74.00
4367,in[1],-68.00
4368,in[2],-79.00
4369,,
4373,in[0],-72.75
4374,in[1],-66.00
4375,in[2],-79.25
4376,,
4380,in[0],-72.75
4381,in[1],-66.50
4382,in[2],-79.25
4383,,
4387,in[0],-76.50
4388,in[1],-66.50
4389,in[2],-75.50
4390,,
4394,in[0],-76.50
4395,in[1],-68.25
4396,in[2],-75.50
4397,,
4401,in[0],-76.50
4402,in[1],-67.00
4403,in[2],-80.00
4404,,
4408,in[0],-77.00
4409,in[1],-68.50
4410,in[2],-80.00
4411,,
4415,in[0],-80.50
4416,in[1],-67.00
4417,in[2],-80.00
4418,,
4422,in[0],-76.75
4423,in[1],-66.50
4424,in[2],-76.25
4425,,
4429,in[0],-76.00
4430,in[1],-66.50
4431,in[2],-76.25
4432,,
4436,in[0],-76.00
4437,in[1],-67.00
4438,in[2],-76.25
4439,,
4443,in[0],-74.75
4444,in[1],-68.75
4445,in[2],-80.00
4446,,
4450,in[0],-74.75
4451,in[1],-68.00
4452,in[2],-80.00
4453,,
4457,in[0],-77.00
4458,in[1],-69.75
4459,in[2],-80.00
4460,,
4464,in[0],-73.75
4465,in[1],-68.25
4466,in[2],-80.00
4467,,
4471,in[0],-73.75
4472,in[1],-67.75
4473,in[2],-75.75
4474,,
4478,in[0],-73.50
4479,in[1],-67.75
4480,in[2],-75.50
4481,,
4485,in[0],-73.50
4486,in[1],-67.25
4487,in[2],-75.50
4488,,
4492,in[0],-73.50
4493,in[1],-67.25
4494,in[2],-75.50
4495,,
4499,in[0],-74.50
4500,in[1],-69.00
4501,in[2],-75.50
4502,,
4506,in[0],-74.75
4507,in[1],-69.25
4508,in[2],-75.50
4509,,
4513,in[0],-76.75
4514,in[1],-69.25
4515,in[2],-75.50
4516,,
4520,in[0],-73.50
4521,in[1],-68.25
4522,in[2],-75.50
4523,,
4527,in[0],-73.50
4528,in[1],-66.75
4529,in[2],-72.25
4530,,
4534,in[0],-73.50
4535,in[1],-66.75
4536,in[2],-72.25
4537,,
4541,in[0],-70.75
4542,in[1],-66.50
4543,in[2],-72.25
4544,,
4548,in[0],-70.75
4549,in[1],-67.75
4550,in[2],-72.25
4551,,
4555,in[0],-73.00
4556,in[1],-67.75
4557,in[2],-72.25
4558,,
4562,in[0],-74.25
4563,in[1],-69.25
4564,in[2],-72.25
4565,,
4569,in[0],-74.25
4570,in[1],-69.25
4571,in[2],-72.25
4572,,
4576,in[0],-74.25
4577,in[1],-69.25
4578,in[2],-72.25
4579,,
4583,in[0],-74.25
4584,in[1],-69.25
4585,in[2],-72.25
4586,,
4590,in[0],-77.50
4591,in[1],-70.75
4592,in[2],-72.25
4593,,
4597,in[0],-75.25
4598,in[1],-70.75
4599,in[2],-72.25
4600,,
4604,in[0],-74.75
4605,in[1],-70.75
4606,in[2],-72.25
4607,,
4611,in[0],-75.00
4612,in[1],-69.25
4613,in[2],-72.25
4614,,
4618,in[0],-75.00
4619,in[1],-69.25
4620,in[2],-71.50
4621,,
4625,in[0],-75.00
4626,in[1],-69.25
4627,in[2],-71.50
4628,,
4632,in[0],-75.00
4633,in[1],-69.00
4634,in[2],-71.50
4635,,
4639,in[0],-75.50
4640,in[1],-68.75
4641,in[2],-71.50
4642,,
4646,in[0],-78.75
4647,in[1],-69.75
4648,in[2],-71.50
4649,,
4653,in[0],-78.75
4654,in[1],-69.75
4655,in[2],-71.50
4656,,
4660,in[0],-75.75
4661,in[1],-69.50
4662,in[2],-71.50
4663,,
4667,in[0],-77.50
4668,in[1],-69.50
4669,in[2],-71.50
4670,,
4674,in[0],-73.75
4675,in[1],-69.50
4676,in[2],-71.50
4677,,
4681,in[0],-73.75
4682,in[1],-69.50
4683,in[2],-71.50
4684,,
4688,in[0],-76.00
4689,in[1],-69.75
4690,in[2],-75.75
4691,,
4695,in[0],-76.00
4696,in[1],-69.75
4697,in[2],-75.75
4698,,
4702,in[0],-79.25
4703,in[1],-69.00
4704,in[2],-75.75
4705,,
4709,in[0],-79.25
4710,in[1],-69.00
4711,in[2],-75.75
4712,,
4716,in[0],-79.75
4717,in[1],-69.00
4718,in[2],-75.75
4719,,
4723,in[0],-79.75
4724,in[1],-69.00
4725,in[2],-76.00
4726,,
4730,in[0],-74.25
4731,in[1],-69.50
4732,in[2],-76.00
4733,,
4737,in[0],-74.75
4738,in[1],-69.50
4739,in[2],-76.00
4740,,
4744,in[0],-74.75
4745,in[1],-69.25
4746,in[2],-75.75
4747,,
4751,in[0],-76.00
4752,in[1],-69.25
4753,in[2],-75.75
4754,,
4758,in[0],-76.00
4759,in[1],-69.25
4760,in[2],-75.75
4761,,
4765,in[0],-76.00
4766,in[1],-69.25
4767,in[2],-75.75
4768,,
4772,in[0],-77.50
4773,in[1],-69.25
4774,in[2],-75.75
4775,,
4779,in[0],-77.50
4780,in[1],-69.25
4781,in[2],-75.75
4782,,
4786,in[0],-77.75
4787,in[1],-67.50
4788,in[2],-75.75
4789,,
4793,in[0],-74.25
4794,in[1],-66.25
4795,in[2],-75.75
4796,,
4800,in[0],-76.50
4801,in[1],-66.25
4802,in[2],-75.75
4803,,
4807,in[0],-76.50
4808,in[1],-69.00
4809,in[2],-79.75
4810,,
4814,in[0],-80.75
4815,in[1],-69.00
4816,in[2],-79.75
4817,,
4821,in[0],-80.75
4822,in[1],-69.00
4823,in[2],-79.75
4824,,
4828,in[0],-80.75
4829,in[1],-69.00
4830,in[2],-79.75
4831,,
4835,in[0],-78.75
4836,in[1],-69.00
4837,in[2],-79.75
4838,,
4842,in[0],-78.75
4843,in[1],-69.00
4844,in[2],-79.75
4845,,
4849,in[0],-78.75
4850,in[1],-67.75
4851,in[2],-76.00
4852,,
4856,in[0],-78.75
4857,in[1],-68.00
4858,in[2],-76.00
4859,,
4863,in[0],-78.75
4864,in[1],-68.00
4865,in[2],-76.00
4866,,
4870,in[0],-78.75
4871,in[1],-68.00
