0.000000000000000000e+00,-6.600000000000000000e+01
1.395606994628906250e-02,-6.600000000000000000e+01
2.465915679931640625e-02,-6.600000000000000000e+01
3.603315353393554688e-02,-6.600000000000000000e+01
4.822897911071777344e-02,-6.600000000000000000e+01
5.989503860473632812e-02,-6.600000000000000000e+01
7.217502593994140625e-02,-6.600000000000000000e+01
8.279418945312500000e-02,-6.600000000000000000e+01
9.483289718627929688e-02,-6.600000000000000000e+01
1.057989597320556641e-01,-6.600000000000000000e+01
1.174101829528808594e-01,-6.600000000000000000e+01
1.300871372222900391e-01,-6.600000000000000000e+01
1.419570446014404297e-01,-6.600000000000000000e+01
1.530041694641113281e-01,-6.600000000000000000e+01
1.645610332489013672e-01,-6.600000000000000000e+01
1.751041412353515625e-01,-6.600000000000000000e+01
1.854858398437500000e-01,-6.600000000000000000e+01
1.977841854095458984e-01,-6.600000000000000000e+01
2.080032825469970703e-01,-6.600000000000000000e+01
2.189111709594726562e-01,-6.600000000000000000e+01
2.311198711395263672e-01,-6.600000000000000000e+01
2.438101768493652344e-01,-6.600000000000000000e+01
2.540299892425537109e-01,-6.600000000000000000e+01
2.668650150299072266e-01,-6.600000000000000000e+01
2.781269550323486328e-01,-6.600000000000000000e+01
2.889318466186523438e-01,-6.600000000000000000e+01
3.001649379730224609e-01,-6.600000000000000000e+01
3.106651306152343750e-01,-6.600000000000000000e+01
3.212010860443115234e-01,-6.600000000000000000e+01
3.318901062011718750e-01,-6.600000000000000000e+01
3.421268463134765625e-01,-6.600000000000000000e+01
3.524839878082275391e-01,-6.600000000000000000e+01
3.638081550598144531e-01,-6.600000000000000000e+01
3.754079341888427734e-01,-6.600000000000000000e+01
3.863382339477539062e-01,-6.600000000000000000e+01
3.980460166931152344e-01,-6.600000000000000000e+01
4.103848934173583984e-01,-6.600000000000000000e+01
4.205222129821777344e-01,-6.600000000000000000e+01
4.328069686889648438e-01,-6.600000000000000000e+01
4.448468685150146484e-01,-6.600000000000000000e+01
4.555971622467041016e-01,-6.600000000000000000e+01
4.667458534240722656e-01,-6.600000000000000000e+01
4.780349731445312500e-01,-6.600000000000000000e+01
4.889600276947021484e-01,-6.600000000000000000e+01
5.005640983581542969e-01,-6.600000000000000000e+01
5.113968849182128906e-01,-6.600000000000000000e+01
5.225999355316162109e-01,-6.600000000000000000e+01
5.337529182434082031e-01,-6.600000000000000000e+01
5.448322296142578125e-01,-6.600000000000000000e+01
5.550742149353027344e-01,-6.600000000000000000e+01
5.662119388580322266e-01,-6.600000000000000000e+01
5.768039226531982422e-01,-6.600000000000000000e+01
5.870699882507324219e-01,-6.600000000000000000e+01
5.975649356842041016e-01,-6.600000000000000000e+01
