,a0c0,a0c1,a0c2,a1c0,a1c1,a1c2,a2c0,a2c1,a2c2,a3c0,a3c1,a3c2,dist_x,dist_y,time
393,-67.0,-73.0,-75.0,-78.0,-71.0,-55.0,-81.0,-71.0,-67.0,-76.0,-86.0,-82.0,12.0,3.1000000000000005,00:06:19:200
394,-67.0,-74.0,-75.0,-60.0,-72.0,-57.0,-81.0,-71.0,-67.0,-78.0,-82.0,-83.0,12.0,3.1000000000000005,00:06:19:615
395,-67.0,-68.0,-75.0,-59.0,-71.0,-57.0,-80.0,-75.0,-67.0,-78.0,-83.0,-84.0,12.0,3.1000000000000005,00:06:20:031
396,-67.0,-68.0,-75.0,-58.0,-71.0,-57.0,-80.0,-75.0,-69.0,-78.0,-86.0,-83.0,12.0,3.1000000000000005,00:06:20:452
397,-71.0,-73.0,-68.0,-61.0,-66.0,-52.0,-79.0,-71.0,-69.0,-78.0,-77.0,-81.0,12.0,3.1000000000000005,00:06:20:656
398,-72.0,-70.0,-68.0,-61.0,-71.0,-54.0,-69.0,-71.0,-69.0,-75.0,-86.0,-82.0,12.0,3.1000000000000005,00:06:21:081
399,-67.0,-73.0,-68.0,-61.0,-53.0,-55.0,-81.0,-71.0,-69.0,-76.0,-86.0,-82.0,12.0,3.1000000000000005,00:06:21:499
400,-72.0,-68.0,-75.0,-58.0,-61.0,-57.0,-79.0,-77.0,-67.0,-78.0,-87.0,-84.0,12.0,3.1000000000000005,00:06:21:716
401,-71.0,-68.0,-68.0,-64.0,-66.0,-57.0,-79.0,-71.0,-69.0,-75.0,-76.0,-81.0,12.0,3.1000000000000005,00:06:22:554
402,-71.0,-68.0,-68.0,-61.0,-66.0,-57.0,-81.0,-71.0,-69.0,-78.0,-75.0,-83.0,12.0,3.1000000000000005,00:06:22:974
403,-67.0,-73.0,-75.0,-54.0,-71.0,-57.0,-81.0,-71.0,-67.0,-76.0,-82.0,-83.0,12.0,3.1000000000000005,00:06:23:185
404,-67.0,-73.0,-70.0,-58.0,-71.0,-57.0,-81.0,-71.0,-67.0,-78.0,-82.0,-83.0,12.0,3.1000000000000005,00:06:23:598
405,-67.0,-68.0,-75.0,-59.0,-71.0,-57.0,-80.0,-75.0,-67.0,-78.0,-85.0,-83.0,12.0,3.1000000000000005,00:06:24:015
406,-67.0,-68.0,-75.0,-58.0,-71.0,-57.0,-80.0,-75.0,-69.0,-78.0,-86.0,-84.0,12.0,3.1000000000000005,00:06:24:430
407,-71.0,-73.0,-68.0,-62.0,-71.0,-54.0,-79.0,-71.0,-69.0,-75.0,-86.0,-81.0,12.0,3.1000000000000005,00:06:24:639
408,-72.0,-72.0,-68.0,-61.0,-71.0,-54.0,-79.0,-71.0,-69.0,-76.0,-86.0,-82.0,12.0,3.1000000000000005,00:06:25:053
409,-67.0,-73.0,-68.0,-61.0,-52.0,-55.0,-81.0,-71.0,-69.0,-75.0,-86.0,-82.0,12.0,3.1000000000000005,00:06:25:467
410,-67.0,-73.0,-68.0,-61.0,-52.0,-55.0,-81.0,-75.0,-69.0,-76.0,-86.0,-82.0,12.0,3.1000000000000005,00:06:25:888
411,-71.0,-68.0,-76.0,-63.0,-66.0,-57.0,-79.0,-75.0,-67.0,-78.0,-86.0,-81.0,12.0,3.1000000000000005,00:06:26:104
412,-71.0,-68.0,-69.0,-61.0,-66.0,-57.0,-79.0,-72.0,-69.0,-78.0,-75.0,-82.0,12.0,3.1000000000000005,00:06:26:520
413,-67.0,-68.0,-76.0,-58.0,-72.0,-57.0,-80.0,-75.0,-67.0,-78.0,-83.0,-84.0,12.0,3.1000000000000005,00:06:27:985
414,-67.0,-68.0,-76.0,-57.0,-72.0,-57.0,-80.0,-75.0,-69.0,-78.0,-87.0,-84.0,12.0,3.1000000000000005,00:06:28:407
415,-67.0,-70.0,-68.0,-61.0,-72.0,-54.0,-81.0,-71.0,-69.0,-75.0,-86.0,-82.0,12.0,3.1000000000000005,00:06:29:034
416,-67.0,-73.0,-69.0,-61.0,-52.0,-54.0,-81.0,-75.0,-69.0,-76.0,-86.0,-82.0,12.0,3.1000000000000005,00:06:29:458
417,-72.0,-68.0,-76.0,-61.0,-66.0,-57.0,-79.0,-75.0,-68.0,-78.0,-86.0,-81.0,12.0,3.1000000000000005,00:06:29:675
418,-72.0,-68.0,-68.0,-61.0,-65.0,-57.0,-79.0,-71.0,-69.0,-78.0,-76.0,-81.0,12.0,3.1000000000000005,00:06:30:095
419,-71.0,-68.0,-68.0,-61.0,-66.0,-57.0,-79.0,-72.0,-69.0,-79.0,-76.0,-81.0,12.0,3.1000000000000005,00:06:30:505
420,-71.0,-68.0,-68.0,-61.0,-66.0,-57.0,-81.0,-71.0,-69.0,-78.0,-76.0,-81.0,12.0,3.1000000000000005,00:06:30:927
421,-67.0,-73.0,-76.0,-58.0,-71.0,-57.0,-81.0,-72.0,-67.0,-76.0,-82.0,-83.0,12.0,3.1000000000000005,00:06:31:130
422,-69.0,-68.0,-76.0,-59.0,-72.0,-57.0,-80.0,-75.0,-68.0,-78.0,-82.0,-83.0,12.0,3.1000000000000005,00:06:31:558
423,-67.0,-68.0,-76.0,-58.0,-72.0,-57.0,-80.0,-75.0,-69.0,-78.0,-86.0,-83.0,12.0,3.1000000000000005,00:06:31:986
424,-72.0,-73.0,-68.0,-61.0,-71.0,-55.0,-79.0,-71.0,-69.0,-75.0,-86.0,-81.0,12.0,3.1000000000000005,00:06:32:193
425,-72.0,-70.0,-68.0,-62.0,-72.0,-55.0,-81.0,-72.0,-69.0,-75.0,-86.0,-82.0,12.0,3.1000000000000005,00:06:32:611
426,-67.0,-73.0,-68.0,-61.0,-52.0,-55.0,-81.0,-72.0,-69.0,-76.0,-87.0,-82.0,12.0,3.1000000000000005,00:06:33:027
427,-72.0,-68.0,-75.0,-61.0,-66.0,-57.0,-79.0,-75.0,-67.0,-79.0,-76.0,-82.0,12.0,3.1000000000000005,00:06:33:658
428,-72.0,-68.0,-68.0,-62.0,-65.0,-57.0,-79.0,-71.0,-69.0,-79.0,-75.0,-82.0,12.0,3.1000000000000005,00:06:34:069
429,-67.0,-73.0,-75.0,-59.0,-72.0,-57.0,-81.0,-72.0,-67.0,-76.0,-82.0,-83.0,12.0,3.1000000000000005,00:06:34:706
430,-67.0,-73.0,-76.0,-57.0,-72.0,-57.0,-81.0,-71.0,-67.0,-78.0,-82.0,-84.0,12.0,3.1000000000000005,00:06:35:122
431,-67.0,-68.0,-76.0,-58.0,-72.0,-57.0,-80.0,-75.0,-69.0,-78.0,-86.0,-83.0,12.0,3.1000000000000005,00:06:35:554
432,-72.0,-74.0,-68.0,-61.0,-72.0,-55.0,-79.0,-71.0,-69.0,-78.0,-76.0,-81.0,12.0,3.1000000000000005,00:06:35:766
433,-73.0,-73.0,-68.0,-61.0,-52.0,-55.0,-81.0,-71.0,-69.0,-76.0,-86.0,-82.0,12.0,3.1000000000000005,00:06:36:609
434,-71.0,-68.0,-75.0,-61.0,-65.0,-57.0,-79.0,-75.0,-67.0,-78.0,-75.0,-81.0,12.0,3.1000000000000005,00:06:37:244
435,-71.0,-68.0,-68.0,-65.0,-66.0,-57.0,-79.0,-71.0,-69.0,-78.0,-75.0,-81.0,12.0,3.1000000000000005,00:06:37:662
436,-67.0,-73.0,-75.0,-57.0,-71.0,-57.0,-81.0,-72.0,-67.0,-78.0,-82.0,-84.0,12.0,3.1000000000000005,00:06:38:301
437,-67.0,-67.0,-75.0,-59.0,-71.0,-58.0,-80.0,-75.0,-67.0,-78.0,-82.0,-84.0,12.0,3.1000000000000005,00:06:38:710
438,-67.0,-67.0,-75.0,-58.0,-72.0,-57.0,-80.0,-75.0,-67.0,-78.0,-87.0,-84.0,12.0,3.1000000000000005,00:06:39:125
439,-67.0,-68.0,-75.0,-57.0,-71.0,-57.0,-80.0,-75.0,-69.0,-78.0,-85.0,-84.0,12.0,3.1000000000000005,00:06:39:536
440,-72.0,-73.0,-69.0,-61.0,-72.0,-55.0,-79.0,-72.0,-69.0,-75.0,-86.0,-81.0,12.0,3.1000000000000005,00:06:39:747
441,-67.0,-72.0,-68.0,-61.0,-51.0,-54.0,-81.0,-71.0,-69.0,-76.0,-85.0,-82.0,12.0,3.1000000000000005,00:06:40:168
442,-67.0,-72.0,-69.0,-61.0,-53.0,-55.0,-81.0,-71.0,-69.0,-76.0,-85.0,-82.0,12.0,3.1000000000000005,00:06:40:581
443,-72.0,-68.0,-76.0,-57.0,-62.0,-57.0,-79.0,-75.0,-67.0,-78.0,-75.0,-83.0,12.0,3.1000000000000005,00:06:40:798
444,-67.0,-68.0,-74.0,-57.0,-71.0,-57.0,-80.0,-75.0,-67.0,-78.0,-86.0,-84.0,12.0,3.1000000000000005,00:06:41:109
445,-71.0,-68.0,-72.0,-62.0,-66.0,-54.0,-79.0,-71.0,-69.0,-78.0,-75.0,-81.0,12.0,3.1000000000000005,00:06:41:324
446,-71.0,-72.0,-68.0,-61.0,-72.0,-54.0,-79.0,-71.0,-69.0,-75.0,-86.0,-82.0,12.0,3.1000000000000005,00:06:41:747
447,-67.0,-72.0,-68.0,-61.0,-52.0,-55.0,-80.0,-75.0,-69.0,-76.0,-86.0,-82.0,12.0,3.1000000000000005,00:06:42:585
448,-71.0,-67.0,-75.0,-61.0,-66.0,-57.0,-79.0,-76.0,-67.0,-79.0,-75.0,-81.0,12.0,3.1000000000000005,00:06:43:198
449,-71.0,-68.0,-68.0,-60.0,-66.0,-57.0,-79.0,-72.0,-69.0,-78.0,-75.0,-82.0,12.0,3.1000000000000005,00:06:43:618
450,-71.0,-67.0,-68.0,-61.0,-66.0,-57.0,-81.0,-72.0,-69.0,-78.0,-75.0,-81.0,12.0,3.1000000000000005,00:06:44:043
451,-67.0,-72.0,-75.0,-58.0,-72.0,-57.0,-82.0,-71.0,-67.0,-82.0,-82.0,-84.0,12.0,3.1000000000000005,00:06:44:256
452,-67.0,-65.0,-70.0,-58.0,-72.0,-57.0,-81.0,-71.0,-67.0,-78.0,-83.0,-83.0,12.0,3.1000000000000005,00:06:44:669
453,-71.0,-67.0,-68.0,-61.0,-66.0,-57.0,-79.0,-72.0,-69.0,-78.0,-75.0,-81.0,12.0,3.1000000000000005,00:06:45:611
454,-67.0,-72.0,-68.0,-62.0,-52.0,-54.0,-81.0,-71.0,-69.0,-76.0,-86.0,-82.0,12.0,3.1000000000000005,00:06:46:141
455,-67.0,-72.0,-68.0,-61.0,-53.0,-55.0,-81.0,-75.0,-69.0,-76.0,-86.0,-82.0,12.0,3.1000000000000005,00:06:46:561
456,-71.0,-67.0,-76.0,-61.0,-66.0,-57.0,-79.0,-75.0,-67.0,-78.0,-86.0,-82.0,12.0,3.1000000000000005,00:06:46:769
457,-71.0,-67.0,-68.0,-61.0,-65.0,-57.0,-79.0,-72.0,-69.0,-78.0,-75.0,-82.0,12.0,3.1000000000000005,00:06:47:188
458,-71.0,-67.0,-68.0,-60.0,-66.0,-57.0,-79.0,-72.0,-69.0,-79.0,-75.0,-81.0,12.0,3.1000000000000005,00:06:47:606
459,-67.0,-72.0,-76.0,-79.0,-72.0,-54.0,-81.0,-71.0,-67.0,-76.0,-85.0,-82.0,12.0,3.1000000000000005,00:06:47:819
460,-67.0,-72.0,-70.0,-58.0,-72.0,-57.0,-81.0,-71.0,-67.0,-78.0,-82.0,-84.0,12.0,3.1000000000000005,00:06:48:243
461,-67.0,-68.0,-75.0,-58.0,-72.0,-57.0,-80.0,-75.0,-69.0,-78.0,-86.0,-83.0,12.0,3.1000000000000005,00:06:49:071
462,-71.0,-72.0,-68.0,-61.0,-72.0,-54.0,-79.0,-71.0,-69.0,-76.0,-85.0,-82.0,12.0,3.1000000000000005,00:06:49:690
463,-71.0,-70.0,-69.0,-61.0,-71.0,-54.0,-81.0,-71.0,-69.0,-75.0,-85.0,-82.0,12.0,3.1000000000000005,00:06:50:101
464,-71.0,-68.0,-75.0,-61.0,-61.0,-57.0,-79.0,-75.0,-67.0,-78.0,-86.0,-82.0,12.0,3.1000000000000005,00:06:50:740
465,-71.0,-67.0,-76.0,-61.0,-65.0,-57.0,-79.0,-75.0,-67.0,-78.0,-75.0,-82.0,12.0,3.1000000000000005,00:06:51:157
466,-71.0,-67.0,-68.0,-60.0,-66.0,-57.0,-79.0,-72.0,-69.0,-78.0,-75.0,-81.0,12.0,3.1000000000000005,00:06:51:574
467,-71.0,-68.0,-68.0,-61.0,-66.0,-57.0,-79.0,-72.0,-69.0,-78.0,-75.0,-81.0,12.0,3.1000000000000005,00:06:51:986
468,-67.0,-72.0,-75.0,-58.0,-72.0,-57.0,-81.0,-71.0,-67.0,-78.0,-82.0,-84.0,12.0,3.1000000000000005,00:06:52:610
469,-67.0,-67.0,-75.0,-54.0,-72.0,-58.0,-80.0,-75.0,-67.0,-78.0,-86.0,-84.0,12.0,3.1000000000000005,00:06:53:035
470,-71.0,-72.0,-68.0,-61.0,-72.0,-54.0,-79.0,-71.0,-69.0,-77.0,-86.0,-82.0,12.0,3.1000000000000005,00:06:53:671
471,-67.0,-72.0,-68.0,-61.0,-52.0,-54.0,-81.0,-71.0,-69.0,-75.0,-85.0,-82.0,12.0,3.1000000000000005,00:06:54:084
472,-67.0,-72.0,-68.0,-64.0,-52.0,-54.0,-81.0,-75.0,-69.0,-76.0,-86.0,-81.0,12.0,3.1000000000000005,00:06:54:507
473,-71.0,-67.0,-75.0,-63.0,-66.0,-57.0,-79.0,-75.0,-67.0,-78.0,-86.0,-81.0,12.0,3.1000000000000005,00:06:54:717
474,-71.0,-68.0,-68.0,-61.0,-66.0,-57.0,-79.0,-72.0,-69.0,-78.0,-75.0,-82.0,12.0,3.1000000000000005,00:06:55:139
475,-71.0,-68.0,-68.0,-62.0,-65.0,-57.0,-79.0,-71.0,-69.0,-78.0,-75.0,-81.0,12.0,3.1000000000000005,00:06:55:552
476,-67.0,-72.0,-75.0,-54.0,-72.0,-57.0,-81.0,-72.0,-67.0,-78.0,-82.0,-84.0,12.0,3.1000000000000005,00:06:56:188
477,-67.0,-68.0,-75.0,-59.0,-72.0,-57.0,-80.0,-75.0,-67.0,-78.0,-86.0,-83.0,12.0,3.1000000000000005,00:06:56:608
478,-67.0,-68.0,-75.0,-57.0,-72.0,-57.0,-80.0,-75.0,-69.0,-78.0,-86.0,-84.0,12.0,3.1000000000000005,00:06:57:026
479,-71.0,-72.0,-68.0,-61.0,-72.0,-54.0,-79.0,-74.0,-69.0,-76.0,-86.0,-81.0,12.0,3.1000000000000005,00:06:57:233
480,-67.0,-72.0,-68.0,-61.0,-72.0,-54.0,-81.0,-71.0,-69.0,-75.0,-85.0,-82.0,12.0,3.1000000000000005,00:06:57:656
481,-71.0,-68.0,-75.0,-62.0,-65.0,-57.0,-79.0,-75.0,-67.0,-78.0,-85.0,-82.0,12.0,3.1000000000000005,00:06:58:295
482,-71.0,-68.0,-68.0,-65.0,-65.0,-57.0,-79.0,-72.0,-69.0,-78.0,-75.0,-82.0,12.0,3.1000000000000005,00:06:58:715
483,-71.0,-68.0,-68.0,-60.0,-65.0,-57.0,-81.0,-72.0,-69.0,-78.0,-75.0,-83.0,12.0,3.1000000000000005,00:06:59:145
484,-67.0,-73.0,-75.0,-78.0,-72.0,-55.0,-81.0,-71.0,-67.0,-85.0,-82.0,-82.0,12.0,3.1000000000000005,00:06:59:350
485,-67.0,-68.0,-75.0,-59.0,-72.0,-57.0,-80.0,-75.0,-67.0,-78.0,-82.0,-84.0,12.0,3.1000000000000005,00:06:59:775
486,-71.0,-73.0,-68.0,-61.0,-72.0,-54.0,-79.0,-71.0,-69.0,-75.0,-86.0,-82.0,12.0,3.1000000000000005,00:07:00:822
487,-67.0,-73.0,-68.0,-61.0,-52.0,-54.0,-81.0,-71.0,-69.0,-78.0,-85.0,-82.0,12.0,3.1000000000000005,00:07:01:245
488,-67.0,-68.0,-75.0,-58.0,-65.0,-57.0,-79.0,-75.0,-67.0,-78.0,-86.0,-84.0,12.0,3.1000000000000005,00:07:01:463
489,-71.0,-67.0,-75.0,-61.0,-65.0,-57.0,-79.0,-75.0,-67.0,-78.0,-75.0,-82.0,12.0,3.1000000000000005,00:07:01:888
490,-71.0,-67.0,-68.0,-63.0,-65.0,-58.0,-79.0,-72.0,-69.0,-78.0,-75.0,-81.0,12.0,3.1000000000000005,00:07:02:305
491,-71.0,-67.0,-68.0,-61.0,-65.0,-57.0,-81.0,-73.0,-69.0,-78.0,-75.0,-81.0,12.0,3.1000000000000005,00:07:02:725
492,-67.0,-73.0,-75.0,-59.0,-72.0,-57.0,-81.0,-71.0,-67.0,-76.0,-82.0,-83.0,12.0,3.1000000000000005,00:07:02:937
493,-67.0,-67.0,-75.0,-59.0,-72.0,-58.0,-80.0,-75.0,-69.0,-78.0,-86.0,-83.0,12.0,3.1000000000000005,00:07:03:781
494,-71.0,-73.0,-68.0,-61.0,-72.0,-54.0,-79.0,-71.0,-69.0,-75.0,-85.0,-81.0,12.0,3.1000000000000005,00:07:03:990
495,-71.0,-70.0,-68.0,-61.0,-72.0,-54.0,-79.0,-71.0,-69.0,-75.0,-85.0,-82.0,12.0,3.1000000000000005,00:07:04:410
496,-67.0,-73.0,-68.0,-61.0,-52.0,-54.0,-81.0,-71.0,-69.0,-76.0,-85.0,-82.0,12.0,3.1000000000000005,00:07:04:836
497,-71.0,-67.0,-75.0,-61.0,-61.0,-57.0,-79.0,-75.0,-68.0,-78.0,-86.0,-81.0,12.0,3.1000000000000005,00:07:05:051
498,-71.0,-67.0,-68.0,-61.0,-65.0,-57.0,-79.0,-72.0,-69.0,-78.0,-75.0,-82.0,12.0,3.1000000000000005,00:07:05:473
499,-71.0,-68.0,-68.0,-60.0,-65.0,-58.0,-79.0,-72.0,-69.0,-78.0,-86.0,-81.0,12.0,3.1000000000000005,00:07:05:898
