,a0c0,a1c0,a2c0,a3c0,dist_x,dist_y,time
374,-54.0,-71.0,-80.0,-90.0,1.0,3.6,00:05:03:456
375,-54.0,-75.0,-81.0,-90.0,1.0,3.6,00:05:03:872
376,-54.0,-75.0,-87.0,-91.0,1.0,3.6,00:05:04:726
377,-54.0,-75.0,-81.0,-91.0,1.0,3.6,00:05:05:142
378,-54.0,-75.0,-81.0,-91.0,1.0,3.6,00:05:05:559
379,-49.0,-75.0,-88.0,-90.0,1.0,3.6,00:05:05:975
380,-49.0,-76.0,-87.0,-91.0,1.0,3.6,00:05:06:400
381,-56.0,-75.0,-91.0,-90.0,1.0,3.6,00:05:06:615
382,-52.0,-71.0,-88.0,-86.0,1.0,3.6,00:05:07:254
383,-54.0,-75.0,-81.0,-91.0,1.0,3.6,00:05:07:467
384,-54.0,-75.0,-87.0,-91.0,1.0,3.6,00:05:07:889
385,-54.0,-75.0,-80.0,-92.0,1.0,3.6,00:05:08:312
386,-54.0,-75.0,-80.0,-91.0,1.0,3.6,00:05:08:729
387,-48.0,-75.0,-87.0,-90.0,1.0,3.6,00:05:09:571
388,-52.0,-72.0,-90.0,-86.0,1.0,3.6,00:05:09:785
389,-49.0,-75.0,-87.0,-91.0,1.0,3.6,00:05:09:994
390,-54.0,-75.0,-90.0,-90.0,1.0,3.6,00:05:10:203
391,-54.0,-74.0,-80.0,-91.0,1.0,3.6,00:05:11:048
392,-44.0,-76.0,-87.0,-90.0,1.0,3.6,00:05:11:579
393,-54.0,-75.0,-89.0,-91.0,1.0,3.6,00:05:11:794
394,-54.0,-73.0,-81.0,-90.0,1.0,3.6,00:05:12:631
395,-54.0,-73.0,-80.0,-90.0,1.0,3.6,00:05:13:041
396,-54.0,-73.0,-80.0,-91.0,1.0,3.6,00:05:13:464
397,-54.0,-73.0,-80.0,-90.0,1.0,3.6,00:05:13:894
398,-49.0,-73.0,-81.0,-90.0,1.0,3.6,00:05:14:314
399,-48.0,-77.0,-87.0,-91.0,1.0,3.6,00:05:14:737
400,-47.0,-77.0,-87.0,-91.0,1.0,3.6,00:05:15:161
401,-54.0,-73.0,-90.0,-90.0,1.0,3.6,00:05:15:376
402,-54.0,-73.0,-80.0,-91.0,1.0,3.6,00:05:16:215
403,-54.0,-73.0,-80.0,-90.0,1.0,3.6,00:05:16:623
404,-54.0,-72.0,-80.0,-90.0,1.0,3.6,00:05:17:053
405,-54.0,-73.0,-80.0,-91.0,1.0,3.6,00:05:17:473
406,-49.0,-73.0,-80.0,-91.0,1.0,3.6,00:05:17:888
407,-43.0,-73.0,-87.0,-91.0,1.0,3.6,00:05:18:307
408,-52.0,-72.0,-90.0,-90.0,1.0,3.6,00:05:18:524
409,-49.0,-77.0,-86.0,-91.0,1.0,3.6,00:05:18:731
410,-52.0,-73.0,-89.0,-91.0,1.0,3.6,00:05:18:941
411,-54.0,-73.0,-80.0,-91.0,1.0,3.6,00:05:20:193
412,-54.0,-73.0,-80.0,-91.0,1.0,3.6,00:05:20:610
413,-54.0,-73.0,-80.0,-90.0,1.0,3.6,00:05:21:029
414,-54.0,-73.0,-80.0,-90.0,1.0,3.6,00:05:21:452
415,-49.0,-73.0,-86.0,-90.0,1.0,3.6,00:05:21:881
416,-52.0,-72.0,-89.0,-91.0,1.0,3.6,00:05:22:087
417,-52.0,-73.0,-89.0,-91.0,1.0,3.6,00:05:22:507
418,-48.0,-77.0,-86.0,-90.0,1.0,3.6,00:05:22:717
419,-54.0,-73.0,-80.0,-90.0,1.0,3.6,00:05:23:034
420,-51.0,-73.0,-80.0,-90.0,1.0,3.6,00:05:23:855
421,-54.0,-68.0,-81.0,-84.0,1.0,6.4,00:25:55:285
422,-54.0,-68.0,-81.0,-84.0,1.0,6.4,00:25:55:700
423,-54.0,-79.0,-80.0,-83.0,1.0,6.4,00:25:55:915
424,-54.0,-68.0,-81.0,-84.0,1.0,6.4,00:25:56:122
425,-54.0,-79.0,-81.0,-83.0,1.0,6.4,00:25:56:341
426,-53.0,-76.0,-82.0,-84.0,1.0,6.4,00:25:56:561
427,-54.0,-68.0,-80.0,-88.0,1.0,6.4,00:25:57:311
428,-54.0,-79.0,-79.0,-83.0,1.0,6.4,00:25:57:516
429,-54.0,-68.0,-82.0,-85.0,1.0,6.4,00:25:57:722
430,-53.0,-79.0,-79.0,-83.0,1.0,6.4,00:25:57:936
431,-54.0,-68.0,-81.0,-84.0,1.0,6.4,00:25:58:359
432,-54.0,-68.0,-81.0,-84.0,1.0,6.4,00:25:58:782
433,-59.0,-76.0,-79.0,-83.0,1.0,6.4,00:25:58:991
434,-54.0,-68.0,-81.0,-84.0,1.0,6.4,00:25:59:204
435,-59.0,-79.0,-79.0,-83.0,1.0,6.4,00:25:59:424
436,-54.0,-68.0,-81.0,-84.0,1.0,6.4,00:25:59:640
437,-54.0,-68.0,-81.0,-85.0,1.0,6.4,00:26:00:065
438,-54.0,-68.0,-81.0,-85.0,1.0,6.4,00:26:00:481
439,-53.0,-79.0,-80.0,-83.0,1.0,6.4,00:26:00:683
440,-54.0,-68.0,-81.0,-85.0,1.0,6.4,00:26:00:892
441,-53.0,-67.0,-81.0,-85.0,1.0,6.4,00:26:01:539
442,-53.0,-77.0,-81.0,-83.0,1.0,6.4,00:26:01:745
443,-54.0,-68.0,-81.0,-85.0,1.0,6.4,00:26:02:064
444,-53.0,-78.0,-80.0,-83.0,1.0,6.4,00:26:02:276
445,-54.0,-68.0,-80.0,-84.0,1.0,6.4,00:26:02:480
446,-56.0,-77.0,-81.0,-83.0,1.0,6.4,00:26:02:694
447,-60.0,-76.0,-81.0,-85.0,1.0,6.4,00:26:02:900
448,-54.0,-77.0,-81.0,-83.0,1.0,6.4,00:26:03:114
449,-55.0,-76.0,-82.0,-85.0,1.0,6.4,00:26:03:315
450,-54.0,-68.0,-81.0,-83.0,1.0,6.4,00:26:03:522
451,-53.0,-76.0,-82.0,-83.0,1.0,6.4,00:26:03:730
452,-54.0,-68.0,-81.0,-85.0,1.0,6.4,00:26:03:941
453,-54.0,-68.0,-81.0,-85.0,1.0,6.4,00:26:04:363
454,-54.0,-68.0,-81.0,-85.0,1.0,6.4,00:26:04:777
455,-54.0,-68.0,-81.0,-85.0,1.0,6.4,00:26:05:192
456,-54.0,-68.0,-81.0,-85.0,1.0,6.4,00:26:05:620
457,-54.0,-68.0,-81.0,-85.0,1.0,6.4,00:26:06:050
458,-54.0,-68.0,-81.0,-85.0,1.0,6.4,00:26:06:460
459,-54.0,-78.0,-81.0,-83.0,1.0,6.4,00:26:06:669
460,-53.0,-75.0,-82.0,-85.0,1.0,6.4,00:26:06:885
461,-54.0,-68.0,-81.0,-85.0,1.0,6.4,00:26:07:103
462,-53.0,-75.0,-82.0,-83.0,1.0,6.4,00:26:07:309
463,-54.0,-68.0,-81.0,-85.0,1.0,6.4,00:26:07:526
464,-54.0,-68.0,-81.0,-85.0,1.0,6.4,00:26:07:937
465,-54.0,-68.0,-81.0,-85.0,1.0,6.4,00:26:08:356
466,-53.0,-68.0,-80.0,-85.0,1.0,6.4,00:26:08:770
467,-54.0,-68.0,-81.0,-85.0,1.0,6.4,00:26:09:182
468,-54.0,-70.0,-81.0,-85.0,1.0,6.4,00:26:09:608
469,-54.0,-68.0,-81.0,-84.0,1.0,6.4,00:26:10:030
470,-54.0,-75.0,-82.0,-85.0,1.0,6.4,00:26:10:455
471,-54.0,-78.0,-81.0,-83.0,1.0,6.4,00:26:10:667
472,-53.0,-75.0,-82.0,-84.0,1.0,6.4,00:26:10:874
473,-54.0,-74.0,-81.0,-85.0,1.0,6.4,00:26:11:079
474,-53.0,-68.0,-81.0,-85.0,1.0,6.4,00:26:11:507
475,-54.0,-68.0,-80.0,-85.0,1.0,6.4,00:26:11:912
476,-59.0,-76.0,-79.0,-89.0,1.0,6.4,00:26:12:123
477,-54.0,-68.0,-81.0,-85.0,1.0,6.4,00:26:12:343
478,-53.0,-68.0,-81.0,-85.0,1.0,6.4,00:26:12:758
479,-54.0,-70.0,-81.0,-85.0,1.0,6.4,00:26:13:163
480,-54.0,-68.0,-81.0,-85.0,1.0,6.4,00:26:13:585
481,-59.0,-79.0,-81.0,-83.0,1.0,6.4,00:26:13:799
482,-54.0,-68.0,-81.0,-85.0,1.0,6.4,00:26:14:007
483,-54.0,-78.0,-81.0,-83.0,1.0,6.4,00:26:14:213
484,-54.0,-68.0,-82.0,-85.0,1.0,6.4,00:26:14:424
485,-55.0,-76.0,-82.0,-85.0,1.0,6.4,00:26:14:845
486,-54.0,-68.0,-81.0,-83.0,1.0,6.4,00:26:15:051
487,-54.0,-68.0,-81.0,-85.0,1.0,6.4,00:26:15:474
488,-54.0,-68.0,-81.0,-84.0,1.0,6.4,00:26:15:889
489,-54.0,-68.0,-82.0,-84.0,1.0,6.4,00:26:16:301
490,-54.0,-68.0,-81.0,-85.0,1.0,6.4,00:26:16:718
491,-54.0,-68.0,-81.0,-85.0,1.0,6.4,00:26:17:141
492,-59.0,-78.0,-81.0,-83.0,1.0,6.4,00:26:17:766
493,-54.0,-68.0,-81.0,-85.0,1.0,6.4,00:26:17:979
494,-54.0,-78.0,-81.0,-83.0,1.0,6.4,00:26:18:190
495,-54.0,-68.0,-82.0,-84.0,1.0,6.4,00:26:18:391
496,-54.0,-78.0,-81.0,-83.0,1.0,6.4,00:26:18:606
497,-54.0,-76.0,-82.0,-85.0,1.0,6.4,00:26:18:816
498,-54.0,-68.0,-80.0,-84.0,1.0,6.4,00:26:19:451
499,-53.0,-68.0,-81.0,-85.0,1.0,6.4,00:26:19:870
