,id,time (delta),RSSI (dBm)
3349,0,0:,0
3350,0,0:,0
3357,0,0:,0
3358,0,0:,0
3359,0,0:,0
3366,0,0:,0
3367,0,0:,0
3368,0,0:,0
3375,0,0:,0
3376,0,0:,0
3377,0,0:,0
3384,0,0:,0
3385,0,0:,0
3386,0,0:,0
3393,0,0:,0
3394,0,0:,0
3395,0,0:,0
3402,0,0:,0
3403,0,0:,0
3404,0,0:,0
3411,0,0:,0
3412,0,0:,0
3413,0,0:,0
3420,0,0:,0
3421,0,0:,0
3422,0,0:,0
3429,0,0:,0
3430,0,0:,0
3431,0,0:,0
3438,0,0:,0
3439,0,0:,0
3440,0,0:,0
3447,0,0:,0
3448,0,0:,0
3449,0,0:,0
3456,0,0:,0
3457,0,0:,0
3458,0,0:,0
3465,0,0:,0
3466,0,0:,0
3467,0,0:,0
3474,0,0:,0
3475,0,0:,0
3476,0,0:,0
3483,0,0:,0
3484,0,0:,0
3485,0,0:,0
3492,0,0:,0
3493,0,0:,0
3494,0,0:,0
3501,0,0:,0
3502,0,0:,0
3503,0,0:,0
3510,0,0:,0
3511,0,0:,0
3512,0,0:,0
3519,0,0:,0
3520,0,0:,0
3521,0,0:,0
3528,0,0:,0
3529,0,0:,0
3530,0,0:,0
3537,0,0:,0
3538,0,0:,0
3539,0,0:,0
3546,0,0:,0
3547,0,0:,0
3548,0,0:,0
3555,0,0:,0
3556,0,0:,0
3557,0,0:,0
3564,0,0:,0
3565,0,0:,0
3566,0,0:,0
3573,0,0:,0
3574,0,0:,0
3575,0,0:,0
3582,0,0:,0
3583,0,0:,0
3584,0,0:,0
3591,0,0:,0
3592,0,0:,0
3593,0,0:,0
3600,0,0:,0
3601,0,0:,0
3602,0,0:,0
3609,0,0:,0
3610,0,0:,0
3611,0,0:,0
3618,0,0:,0
3619,0,0:,0
3620,0,0:,0
3627,0,0:,0
3628,0,0:,0
3629,0,0:,0
3636,0,0:,0
3637,0,0:,0
3638,0,0:,0
3645,0,0:,0
3646,0,0:,0
3647,0,0:,0
3654,0,0:,0
3655,0,0:,0
3656,0,0:,0
3663,0,0:,0
3664,0,0:,0
3665,0,0:,0
3672,0,0:,0
3673,0,0:,0
3674,0,0:,0
3681,0,0:,0
3682,0,0:,0
3683,0,0:,0
3690,0,0:,0
3691,0,0:,0
3692,0,0:,0
3699,0,0:,0
3700,0,0:,0
3701,0,0:,0
3708,0,0:,0
3709,0,0:,0
3710,0,0:,0
3717,0,0:,0
3718,0,0:,0
3719,0,0:,0
3726,0,0:,0
3727,0,0:,0
3728,0,0:,0
3735,0,0:,0
3736,0,0:,0
3737,0,0:,0
3744,0,0:,0
3745,0,0:,0
3746,0,0:,0
3753,0,0:,0
3754,0,0:,0
3755,0,0:,0
3762,0,0:,0
3763,0,0:,0
3764,0,0:,0
3771,0,0:,0
3772,0,0:,0
3773,0,0:,0
3780,0,0:,0
3781,0,0:,0
3782,0,0:,0
3789,0,0:,0
3790,0,0:,0
3791,0,0:,0
3798,0,0:,0
3799,0,0:,0
3800,0,0:,0
3807,0,0:,0
3808,0,0:,0
3809,0,0:,0
3816,0,0:,0
3817,0,0:,0
3818,0,0:,0
3825,0,0:,0
3826,0,0:,0
3827,0,0:,0
3834,0,0:,0
3835,0,0:,0
3836,0,0:,0
3843,0,0:,0
3844,0,0:,0
3845,0,0:,0
3852,0,0:,0
3853,0,0:,0
3854,0,0:,0
3861,0,0:,0
3862,0,0:,0
3863,0,0:,0
3870,0,0:,0
3871,0,0:,0
3872,0,0:,0
3879,0,0:,0
3880,0,0:,0
3881,0,0:,0
3888,0,0:,0
3889,0,0:,0
3890,0,0:,0
3897,0,0:,0
3898,0,0:,0
3899,0,0:,0
3906,0,0:,0
3907,0,0:,0
3908,0,0:,0
3915,0,0:,0
3916,0,0:,0
3917,0,0:,0
3924,0,0:,0
3925,0,0:,0
3926,0,0:,0
3933,0,0:,0
3934,0,0:,0
3935,0,0:,0
3942,0,0:,0
3943,0,0:,0
3944,0,0:,0
3951,0,0:,0
3952,0,0:,0
3953,0,0:,0
3960,0,0:,0
3961,0,0:,0
3962,0,0:,0
3969,0,0:,0
3970,0,0:,0
3971,0,0:,0
3978,0,0:,0
3979,0,0:,0
3980,0,0:,0
3987,0,0:,0
3988,0,0:,0
3989,0,0:,0
3996,0,0:,0
3997,0,0:,0
3998,0,0:,0
4005,0,0:,0
4006,0,0:,0
4007,0,0:,0
4014,0,0:,0
4015,0,0:,0
4016,0,0:,0
4023,0,0:,0
4024,0,0:,0
4025,0,0:,0
4032,0,0:,0
4033,0,0:,0
4034,0,0:,0
4041,0,0:,0
4042,0,0:,0
4043,0,0:,0
4050,0,0:,0
4051,0,0:,0
4052,0,0:,0
4059,0,0:,0
4060,0,0:,0
4061,0,0:,0
4068,0,0:,0
4069,0,0:,0
4070,0,0:,0
4077,0,0:,0
4078,0,0:,0
4079,0,0:,0
4086,0,0:,0
4087,0,0:,0
4088,0,0:,0
4095,0,0:,0
4096,0,0:,0
4097,0,0:,0
4104,0,0:,0
4105,0,0:,0
4106,0,0:,0
4113,0,0:,0
4114,0,0:,0
4115,0,0:,0
4122,0,0:,0
4123,0,0:,0
4124,0,0:,0
4131,0,0:,0
4132,0,0:,0
4133,0,0:,0
4140,0,0:,0
4141,0,0:,0
4142,0,0:,0
4149,0,0:,0
4150,0,0:,0
4151,0,0:,0
4158,0,0:,0
4159,0,0:,0
4160,0,0:,0
4167,0,0:,0
4168,0,0:,0
4169,0,0:,0
4176,0,0:,0
4177,0,0:,0
4178,0,0:,0
4185,0,0:,0
4186,0,0:,0
4187,0,0:,0
4194,0,0:,0
4195,0,0:,0
4196,0,0:,0
4203,0,0:,0
4204,0,0:,0
4205,0,0:,0
4212,0,0:,0
4213,0,0:,0
4214,0,0:,0
4221,0,0:,0
4222,0,0:,0
4223,0,0:,0
4230,0,0:,0
4231,0,0:,0
4232,0,0:,0
4239,0,0:,0
4240,0,0:,0
4241,0,0:,0
4248,0,0:,0
4249,0,0:,0
4250,0,0:,0
4257,0,0:,0
4258,0,0:,0
4259,0,0:,0
4266,0,0:,0
4267,0,0:,0
4268,0,0:,0
4275,0,0:,0
4276,0,0:,0
4277,0,0:,0
4284,0,0:,0
4285,0,0:,0
4286,0,0:,0
4293,0,0:,0
