,id,time (delta),RSSI (dBm)
4294,0,0:,0
4295,0,0:,0
4302,0,0:,0
4303,0,0:,0
4304,0,0:,0
4311,0,0:,0
4312,0,0:,0
4313,0,0:,0
4320,0,0:,0
4321,0,0:,0
4322,0,0:,0
4329,0,0:,0
4330,0,0:,0
4331,0,0:,0
4338,0,0:,0
4339,0,0:,0
4340,0,0:,0
4347,0,0:,0
4348,0,0:,0
4349,0,0:,0
4356,0,0:,0
4357,0,0:,0
4358,0,0:,0
4365,0,0:,0
4366,0,0:,0
4367,0,0:,0
4374,0,0:,0
4375,0,0:,0
4376,0,0:,0
4383,0,0:,0
4384,0,0:,0
4385,0,0:,0
4392,0,0:,0
4393,0,0:,0
4394,0,0:,0
4401,0,0:,0
4402,0,0:,0
4403,0,0:,0
4410,0,0:,0
4411,0,0:,0
4412,0,0:,0
4419,0,0:,0
4420,0,0:,0
4421,0,0:,0
4428,0,0:,0
4429,0,0:,0
4430,0,0:,0
4437,0,0:,0
4438,0,0:,0
4439,0,0:,0
4446,0,0:,0
4447,0,0:,0
4448,0,0:,0
4455,0,0:,0
4456,0,0:,0
4457,0,0:,0
4464,0,0:,0
4465,0,0:,0
4466,0,0:,0
4473,0,0:,0
4474,0,0:,0
4475,0,0:,0
4482,0,0:,0
4483,0,0:,0
4484,0,0:,0
4491,0,0:,0
4492,0,0:,0
4493,0,0:,0
4500,0,0:,0
4501,0,0:,0
4502,0,0:,0
4509,0,0:,0
4510,0,0:,0
4511,0,0:,0
4518,0,0:,0
4519,0,0:,0
4520,0,0:,0
4527,0,0:,0
4528,0,0:,0
4529,0,0:,0
4536,0,0:,0
4537,0,0:,0
4538,0,0:,0
4545,0,0:,0
4546,0,0:,0
4547,0,0:,0
4554,0,0:,0
4555,0,0:,0
4556,0,0:,0
4563,0,0:,0
4564,0,0:,0
4565,0,0:,0
4572,0,0:,0
4573,0,0:,0
4574,0,0:,0
4581,0,0:,0
4582,0,0:,0
4583,0,0:,0
4590,0,0:,0
4591,0,0:,0
4592,0,0:,0
4599,0,0:,0
4600,0,0:,0
4601,0,0:,0
4608,0,0:,0
4609,0,0:,0
4610,0,0:,0
4617,0,0:,0
4618,0,0:,0
4619,0,0:,0
4626,0,0:,0
4627,0,0:,0
4628,0,0:,0
4635,0,0:,0
4636,0,0:,0
4637,0,0:,0
4644,0,0:,0
4645,0,0:,0
4646,0,0:,0
4653,0,0:,0
4654,0,0:,0
4655,0,0:,0
4662,0,0:,0
4663,0,0:,0
4664,0,0:,0
4671,0,0:,0
4672,0,0:,0
4673,0,0:,0
4680,0,0:,0
4681,0,0:,0
4682,0,0:,0
4689,0,0:,0
4690,0,0:,0
4691,0,0:,0
4698,0,0:,0
4699,0,0:,0
4700,0,0:,0
4707,0,0:,0
4708,0,0:,0
4709,0,0:,0
4716,0,0:,0
4717,0,0:,0
4718,0,0:,0
4725,0,0:,0
4726,0,0:,0
4727,0,0:,0
4734,0,0:,0
4735,0,0:,0
4736,0,0:,0
4743,0,0:,0
4744,0,0:,0
4745,0,0:,0
4752,0,0:,0
4753,0,0:,0
4754,0,0:,0
4761,0,0:,0
4762,0,0:,0
4763,0,0:,0
4770,0,0:,0
4771,0,0:,0
4772,0,0:,0
4779,0,0:,0
4780,0,0:,0
4781,0,0:,0
4788,0,0:,0
4789,0,0:,0
4790,0,0:,0
4797,0,0:,0
4798,0,0:,0
4799,0,0:,0
4806,0,0:,0
4807,0,0:,0
4808,0,0:,0
4815,0,0:,0
4816,0,0:,0
4817,0,0:,0
4824,0,0:,0
4825,0,0:,0
4826,0,0:,0
4833,0,0:,0
4834,0,0:,0
4835,0,0:,0
4842,0,0:,0
4843,0,0:,0
4844,0,0:,0
4851,0,0:,0
4852,0,0:,0
4853,0,0:,0
4860,0,0:,0
4861,0,0:,0
4862,0,0:,0
4869,0,0:,0
4870,0,0:,0
4871,0,0:,0
4878,0,0:,0
4879,0,0:,0
4880,0,0:,0
4887,0,0:,0
4888,0,0:,0
4889,0,0:,0
4896,0,0:,0
4897,0,0:,0
4898,0,0:,0
4905,0,0:,0
4906,0,0:,0
4907,0,0:,0
4914,0,0:,0
4915,0,0:,0
4916,0,0:,0
4923,0,0:,0
4924,0,0:,0
4925,0,0:,0
4932,0,0:,0
4933,0,0:,0
4934,0,0:,0
4941,0,0:,0
4942,0,0:,0
4943,0,0:,0
4950,0,0:,0
4951,0,0:,0
4952,0,0:,0
4959,0,0:,0
4960,0,0:,0
4961,0,0:,0
4968,0,0:,0
4969,0,0:,0
4970,0,0:,0
4977,0,0:,0
4978,0,0:,0
4979,0,0:,0
4986,0,0:,0
4987,0,0:,0
4988,0,0:,0
4995,0,0:,0
4996,0,0:,0
4997,0,0:,0
5004,0,0:,0
5005,0,0:,0
5006,0,0:,0
5013,0,0:,0
5014,0,0:,0
5015,0,0:,0
5022,0,0:,0
5023,0,0:,0
5024,0,0:,0
5031,0,0:,0
5032,0,0:,0
5033,0,0:,0
5040,0,0:,0
5041,0,0:,0
5042,0,0:,0
5049,0,0:,0
5050,0,0:,0
5051,0,0:,0
5058,0,0:,0
5059,0,0:,0
5060,0,0:,0
5067,0,0:,0
5068,0,0:,0
5069,0,0:,0
5076,0,0:,0
5077,0,0:,0
5078,0,0:,0
5085,0,0:,0
5086,0,0:,0
5087,0,0:,0
5094,0,0:,0
5095,0,0:,0
5096,0,0:,0
5103,0,0:,0
5104,0,0:,0
5105,0,0:,0
5112,0,0:,0
5113,0,0:,0
5114,0,0:,0
5121,0,0:,0
5122,0,0:,0
5123,0,0:,0
5130,0,0:,0
5131,0,0:,0
5132,0,0:,0
5139,0,0:,0
5140,0,0:,0
5141,0,0:,0
5148,0,0:,0
5149,0,0:,0
5150,0,0:,0
5157,0,0:,0
5158,0,0:,0
5159,0,0:,0
5166,0,0:,0
5167,0,0:,0
5168,0,0:,0
5175,0,0:,0
5176,0,0:,0
5177,0,0:,0
5184,0,0:,0
5185,0,0:,0
5186,0,0:,0
5193,0,0:,0
5194,0,0:,0
5195,0,0:,0
5202,0,0:,0
5203,0,0:,0
5204,0,0:,0
5211,0,0:,0
5212,0,0:,0
5213,0,0:,0
5220,0,0:,0
5221,0,0:,0
5222,0,0:,0
5229,0,0:,0
5230,0,0:,0
5231,0,0:,0
5238,0,0:,0
5239,0,0:,0
5240,0,0:,0
5247,0,0:,0
5248,0,0:,0
5249,0,0:,0
5256,0,0:,0
5257,0,0:,0
5258,0,0:,0
5265,0,0:,0
5266,0,0:,0
5267,0,0:,0
5274,0,0:,0
5275,0,0:,0
5276,0,0:,0
5283,0,0:,0
5284,0,0:,0
5285,0,0:,0
5292,0,0:,0
5293,0,0:,0
5294,0,0:,0
5301,0,0:,0
5302,0,0:,0
5303,0,0:,0
5310,0,0:,0
5311,0,0:,0
5312,0,0:,0
5319,0,0:,0
5320,0,0:,0
5321,0,0:,0
5328,0,0:,0
5329,0,0:,0
5330,0,0:,0
5337,0,0:,0
5338,0,0:,0
5339,0,0:,0
5346,0,0:,0
5347,0,0:,0
5348,0,0:,0
5355,0,0:,0
5356,0,0:,0
5357,0,0:,0
5364,0,0:,0
5365,0,0:,0
5366,0,0:,0
5373,0,0:,0
5374,0,0:,0
5375,0,0:,0
5382,0,0:,0
5383,0,0:,0
5384,0,0:,0
5391,0,0:,0
5392,0,0:,0
5393,0,0:,0
5400,0,0:,0
5401,0,0:,0
5402,0,0:,0
5409,0,0:,0
5410,0,0:,0
5411,0,0:,0
5418,0,0:,0
5419,0,0:,0
5420,0,0:,0
5427,0,0:,0
5428,0,0:,0
5429,0,0:,0
5436,0,0:,0
5437,0,0:,0
5438,0,0:,0
5445,0,0:,0
5446,0,0:,0
5447,0,0:,0
5454,0,0:,0
5455,0,0:,0
5456,0,0:,0
5463,0,0:,0
5464,0,0:,0
5465,0,0:,0
5472,0,0:,0
5473,0,0:,0
5474,0,0:,0
5481,0,0:,0
5482,0,0:,0
5483,0,0:,0
5490,0,0:,0
5491,0,0:,0
5492,0,0:,0
5499,0,0:,0
5500,0,0:,0
5501,0,0:,0
5508,0,0:,0
5509,0,0:,0
5510,0,0:,0
5517,0,0:,0
5518,0,0:,0
5519,0,0:,0
5526,0,0:,0
5527,0,0:,0
5528,0,0:,0
5535,0,0:,0
5536,0,0:,0
5537,0,0:,0
5544,0,0:,0
5545,0,0:,0
5546,0,0:,0
5553,0,0:,0
5554,0,0:,0
5555,0,0:,0
5562,0,0:,0
5563,0,0:,0
5564,0,0:,0
5571,0,0:,0
5572,0,0:,0
5573,0,0:,0
5580,0,0:,0
5581,0,0:,0
5582,0,0:,0
5589,0,0:,0
5590,0,0:,0
5591,0,0:,0
5598,0,0:,0
5599,0,0:,0
5600,0,0:,0
5607,0,0:,0
5608,0,0:,0
5609,0,0:,0
5616,0,0:,0
5617,0,0:,0
5618,0,0:,0
5625,0,0:,0
5626,0,0:,0
5627,0,0:,0
5634,0,0:,0
5635,0,0:,0
5636,0,0:,0
5643,0,0:,0
5644,0,0:,0
5645,0,0:,0
5652,0,0:,0
5653,0,0:,0
5654,0,0:,0
5661,0,0:,0
5662,0,0:,0
5663,0,0:,0
5670,0,0:,0
5671,0,0:,0
5672,0,0:,0
5679,0,0:,0
5680,0,0:,0
5681,0,0:,0
5688,0,0:,0
5689,0,0:,0
5690,0,0:,0
5697,0,0:,0
5698,0,0:,0
5699,0,0:,0
5706,0,0:,0
5707,0,0:,0
5708,0,0:,0
5715,0,0:,0
5716,0,0:,0
5717,0,0:,0
5724,0,0:,0
5725,0,0:,0
5726,0,0:,0
5733,0,0:,0
5734,0,0:,0
5735,0,0:,0
5742,0,0:,0
5743,0,0:,0
5744,0,0:,0
5751,0,0:,0
5752,0,0:,0
5753,0,0:,0
5760,0,0:,0
5761,0,0:,0
5762,0,0:,0
5769,0,0:,0
5770,0,0:,0
5771,0,0:,0
5778,0,0:,0
5779,0,0:,0
5780,0,0:,0
5787,0,0:,0
5788,0,0:,0
5789,0,0:,0
5796,0,0:,0
5797,0,0:,0
5798,0,0:,0
5805,0,0:,0
5806,0,0:,0
5807,0,0:,0
5814,0,0:,0
5815,0,0:,0
5816,0,0:,0
5823,0,0:,0
5824,0,0:,0
5825,0,0:,0
5832,0,0:,0
5833,0,0:,0
5834,0,0:,0
5841,0,0:,0
5842,0,0:,0
5843,0,0:,0
5850,0,0:,0
5851,0,0:,0
5852,0,0:,0
5859,0,0:,0
5860,0,0:,0
5861,0,0:,0
5868,0,0:,0
5869,0,0:,0
5870,0,0:,0
5877,0,0:,0
5878,0,0:,0
5879,0,0:,0
5886,0,0:,0
5887,0,0:,0
5888,0,0:,0
5895,0,0:,0
5896,0,0:,0
5897,0,0:,0
5904,0,0:,0
5905,0,0:,0
5906,0,0:,0
5913,0,0:,0
5914,0,0:,0
5915,0,0:,0
5922,0,0:,0
5923,0,0:,0
5924,0,0:,0
5931,0,0:,0
5932,0,0:,0
5933,0,0:,0
5940,0,0:,0
5941,0,0:,0
5942,0,0:,0
5949,0,0:,0
5950,0,0:,0
5951,0,0:,0
5958,0,0:,0
5959,0,0:,0
5960,0,0:,0
5967,0,0:,0
5968,0,0:,0
5969,0,0:,0
5976,0,0:,0
5977,0,0:,0
5978,0,0:,0
5985,0,0:,0
5986,0,0:,0
5987,0,0:,0
5994,0,0:,0
5995,0,0:,0
5996,0,0:,0
6003,0,0:,0
6004,0,0:,0
6005,0,0:,0
6012,0,0:,0
6013,0,0:,0
6014,0,0:,0
6021,0,0:,0
6022,0,0:,0
6023,0,0:,0
6030,0,0:,0
6031,0,0:,0
6032,0,0:,0
6039,0,0:,0
6040,0,0:,0
6041,0,0:,0
6048,0,0:,0
6049,0,0:,0
6050,0,0:,0
6057,0,0:,0
6058,0,0:,0
6059,0,0:,0
6066,0,0:,0
6067,0,0:,0
6068,0,0:,0
6075,0,0:,0
6076,0,0:,0
6077,0,0:,0
6084,0,0:,0
6085,0,0:,0
6086,0,0:,0
6093,0,0:,0
6094,0,0:,0
6095,0,0:,0
6102,0,0:,0
6103,0,0:,0
6104,0,0:,0
6111,0,0:,0
6112,0,0:,0
6113,0,0:,0
6120,0,0:,0
6121,0,0:,0
6122,0,0:,0
6129,0,0:,0
6130,0,0:,0
6131,0,0:,0
6138,0,0:,0
6139,0,0:,0
6140,0,0:,0
6147,0,0:,0
6148,0,0:,0
6149,0,0:,0
6156,0,0:,0
6157,0,0:,0
6158,0,0:,0
6165,0,0:,0
6166,0,0:,0
6167,0,0:,0
6174,0,0:,0
6175,0,0:,0
6176,0,0:,0
6183,0,0:,0
6184,0,0:,0
6185,0,0:,0
6192,0,0:,0
6193,0,0:,0
6194,0,0:,0
6201,0,0:,0
6202,0,0:,0
6203,0,0:,0
6210,0,0:,0
6211,0,0:,0
6212,0,0:,0
6219,0,0:,0
6220,0,0:,0
6221,0,0:,0
6228,0,0:,0
6229,0,0:,0
6230,0,0:,0
6237,0,0:,0
6238,0,0:,0
6239,0,0:,0
6246,0,0:,0
6247,0,0:,0
6248,0,0:,0
6255,0,0:,0
6256,0,0:,0
6257,0,0:,0
6264,0,0:,0
6265,0,0:,0
6266,0,0:,0
6273,0,0:,0
6274,0,0:,0
6275,0,0:,0
6282,0,0:,0
6283,0,0:,0
6284,0,0:,0
6291,0,0:,0
6292,0,0:,0
6293,0,0:,0
6300,0,0:,0
6301,0,0:,0
6302,0,0:,0
6309,0,0:,0
6310,0,0:,0
6311,0,0:,0
6318,0,0:,0
6319,0,0:,0
6320,0,0:,0
6327,0,0:,0
6328,0,0:,0
6329,0,0:,0
6336,0,0:,0
6337,0,0:,0
6338,0,0:,0
6345,0,0:,0
6346,0,0:,0
6347,0,0:,0
6354,0,0:,0
6355,0,0:,0
6356,0,0:,0
6363,0,0:,0
6364,0,0:,0
6365,0,0:,0
6372,0,0:,0
6373,0,0:,0
6374,0,0:,0
6381,0,0:,0
6382,0,0:,0
6383,0,0:,0
6390,0,0:,0
6391,0,0:,0
6392,0,0:,0
6399,0,0:,0
6400,0,0:,0
6401,0,0:,0
6408,0,0:,0
6409,0,0:,0
6410,0,0:,0
6417,0,0:,0
6418,0,0:,0
6419,0,0:,0
6426,0,0:,0
6427,0,0:,0
6428,0,0:,0
6435,0,0:,0
6436,0,0:,0
6437,0,0:,0
6444,0,0:,0
6445,0,0:,0
6446,0,0:,0
6453,0,0:,0
6454,0,0:,0
6455,0,0:,0
6462,0,0:,0
6463,0,0:,0
6464,0,0:,0
6471,0,0:,0
6472,0,0:,0
6473,0,0:,0
6480,0,0:,0
6481,0,0:,0
6482,0,0:,0
6489,0,0:,0
6490,0,0:,0
6491,0,0:,0
6498,0,0:,0
6499,0,0:,0
6500,0,0:,0
6507,0,0:,0
6508,0,0:,0
6509,0,0:,0
6516,0,0:,0
6517,0,0:,0
6518,0,0:,0
6525,0,0:,0
6526,0,0:,0
6527,0,0:,0
6534,0,0:,0
6535,0,0:,0
6536,0,0:,0
6543,0,0:,0
6544,0,0:,0
6545,0,0:,0
6552,0,0:,0
6553,0,0:,0
6554,0,0:,0
6561,0,0:,0
6562,0,0:,0
6563,0,0:,0
6570,0,0:,0
6571,0,0:,0
6572,0,0:,0
6579,0,0:,0
6580,0,0:,0
6581,0,0:,0
6588,0,0:,0
6589,0,0:,0
6590,0,0:,0
6597,0,0:,0
6598,0,0:,0
6599,0,0:,0
6606,0,0:,0
6607,0,0:,0
6608,0,0:,0
6615,0,0:,0
6616,0,0:,0
6617,0,0:,0
6624,0,0:,0
6625,0,0:,0
6626,0,0:,0
6633,0,0:,0
6634,0,0:,0
6635,0,0:,0
6642,0,0:,0
6643,0,0:,0
6644,0,0:,0
6651,0,0:,0
6652,0,0:,0
6653,0,0:,0
6660,0,0:,0
6661,0,0:,0
6662,0,0:,0
6669,0,0:,0
6670,0,0:,0
6671,0,0:,0
6678,0,0:,0
6679,0,0:,0
6680,0,0:,0
6687,0,0:,0
6688,0,0:,0
6689,0,0:,0
6696,0,0:,0
6697,0,0:,0
6698,0,0:,0
6705,0,0:,0
6706,0,0:,0
6707,0,0:,0
6714,0,0:,0
6715,0,0:,0
6716,0,0:,0
6723,0,0:,0
6724,0,0:,0
6725,0,0:,0
6732,0,0:,0
6733,0,0:,0
6734,0,0:,0
6741,0,0:,0
6742,0,0:,0
6743,0,0:,0
6750,0,0:,0
6751,0,0:,0
6752,0,0:,0
6759,0,0:,0
6760,0,0:,0
6761,0,0:,0
6768,0,0:,0
6769,0,0:,0
6770,0,0:,0
6777,0,0:,0
6778,0,0:,0
6779,0,0:,0
6786,0,0:,0
6787,0,0:,0
6788,0,0:,0
6795,0,0:,0
6796,0,0:,0
6797,0,0:,0
6804,0,0:,0
6805,0,0:,0
6806,0,0:,0
6813,0,0:,0
6814,0,0:,0
6815,0,0:,0
6822,0,0:,0
6823,0,0:,0
6824,0,0:,0
6831,0,0:,0
6832,0,0:,0
6833,0,0:,0
6840,0,0:,0
6841,0,0:,0
6842,0,0:,0
6849,0,0:,0
6850,0,0:,0
6851,0,0:,0
6858,0,0:,0
6859,0,0:,0
6860,0,0:,0
6867,0,0:,0
6868,0,0:,0
6869,0,0:,0
6876,0,0:,0
6877,0,0:,0
6878,0,0:,0
6885,0,0:,0
6886,0,0:,0
6887,0,0:,0
6894,0,0:,0
6895,0,0:,0
6896,0,0:,0
6903,0,0:,0
6904,0,0:,0
6905,0,0:,0
6912,0,0:,0
6913,0,0:,0
6914,0,0:,0
6921,0,0:,0
6922,0,0:,0
6923,0,0:,0
6930,0,0:,0
6931,0,0:,0
6932,0,0:,0
6939,0,0:,0
6940,0,0:,0
6941,0,0:,0
6948,0,0:,0
6949,0,0:,0
6950,0,0:,0
6957,0,0:,0
6958,0,0:,0
6959,0,0:,0
6966,0,0:,0
6967,0,0:,0
6968,0,0:,0
6975,0,0:,0
6976,0,0:,0
6977,0,0:,0
6984,0,0:,0
6985,0,0:,0
6986,0,0:,0
6993,0,0:,0
6994,0,0:,0
6995,0,0:,0
7002,0,0:,0
7003,0,0:,0
7004,0,0:,0
7011,0,0:,0
7012,0,0:,0
7013,0,0:,0
7020,0,0:,0
7021,0,0:,0
7022,0,0:,0
7029,0,0:,0
7030,0,0:,0
7031,0,0:,0
7038,0,0:,0
7039,0,0:,0
7040,0,0:,0
7047,0,0:,0
7048,0,0:,0
7049,0,0:,0
7056,0,0:,0
7057,0,0:,0
7058,0,0:,0
7065,0,0:,0
7066,0,0:,0
7067,0,0:,0
7074,0,0:,0
7075,0,0:,0
7076,0,0:,0
7083,0,0:,0
7084,0,0:,0
7085,0,0:,0
7092,0,0:,0
7093,0,0:,0
7094,0,0:,0
7101,0,0:,0
7102,0,0:,0
7103,0,0:,0
7110,0,0:,0
7111,0,0:,0
7112,0,0:,0
7119,0,0:,0
7120,0,0:,0
7121,0,0:,0
7128,0,0:,0
7129,0,0:,0
7130,0,0:,0
7137,0,0:,0
7138,0,0:,0
7139,0,0:,0
7146,0,0:,0
7147,0,0:,0
7148,0,0:,0
7155,0,0:,0
7156,0,0:,0
7157,0,0:,0
7164,0,0:,0
7165,0,0:,0
7166,0,0:,0
7173,0,0:,0
7174,0,0:,0
7175,0,0:,0
7182,0,0:,0
7183,0,0:,0
7184,0,0:,0
7191,0,0:,0
7192,0,0:,0
7193,0,0:,0
7200,0,0:,0
7201,0,0:,0
7202,0,0:,0
7209,0,0:,0
7210,0,0:,0
7211,0,0:,0
7218,0,0:,0
7219,0,0:,0
7220,0,0:,0
7227,0,0:,0
7228,0,0:,0
7229,0,0:,0
7236,0,0:,0
7237,0,0:,0
7238,0,0:,0
7245,0,0:,0
7246,0,0:,0
7247,0,0:,0
7254,0,0:,0
7255,0,0:,0
7256,0,0:,0
7263,0,0:,0
7264,0,0:,0
7265,0,0:,0
7272,0,0:,0
7273,0,0:,0
7274,0,0:,0
7281,0,0:,0
7282,0,0:,0
7283,0,0:,0
7290,0,0:,0
7291,0,0:,0
7292,0,0:,0
7299,0,0:,0
7300,0,0:,0
7301,0,0:,0
7308,0,0:,0
7309,0,0:,0
7310,0,0:,0
7317,0,0:,0
7318,0,0:,0
7319,0,0:,0
7326,0,0:,0
7327,0,0:,0
7328,0,0:,0
7335,0,0:,0
7336,0,0:,0
7337,0,0:,0
7344,0,0:,0
7345,0,0:,0
7346,0,0:,0
7353,0,0:,0
7354,0,0:,0
7355,0,0:,0
7362,0,0:,0
7363,0,0:,0
7364,0,0:,0
7371,0,0:,0
7372,0,0:,0
7373,0,0:,0
7380,0,0:,0
7381,0,0:,0
7382,0,0:,0
7389,0,0:,0
7390,0,0:,0
7391,0,0:,0
7398,0,0:,0
7399,0,0:,0
7400,0,0:,0
7407,0,0:,0
7408,0,0:,0
7409,0,0:,0
7416,0,0:,0
7417,0,0:,0
7418,0,0:,0
7425,0,0:,0
7426,0,0:,0
7427,0,0:,0
7434,0,0:,0
7435,0,0:,0
7436,0,0:,0
7443,0,0:,0
7444,0,0:,0
7445,0,0:,0
7452,0,0:,0
7453,0,0:,0
7454,0,0:,0
7461,0,0:,0
7462,0,0:,0
7463,0,0:,0
7470,0,0:,0
7471,0,0:,0
7472,0,0:,0
7479,0,0:,0
7480,0,0:,0
7481,0,0:,0
7488,0,0:,0
7489,0,0:,0
7490,0,0:,0
7497,0,0:,0
7498,0,0:,0
7499,0,0:,0
7506,0,0:,0
7507,0,0:,0
7508,0,0:,0
7515,0,0:,0
7516,0,0:,0
7517,0,0:,0
7524,0,0:,0
7525,0,0:,0
7526,0,0:,0
7533,0,0:,0
7534,0,0:,0
7535,0,0:,0
7542,0,0:,0
7543,0,0:,0
7544,0,0:,0
7551,0,0:,0
7552,0,0:,0
7553,0,0:,0
7560,0,0:,0
7561,0,0:,0
7562,0,0:,0
7569,0,0:,0
7570,0,0:,0
7571,0,0:,0
7578,0,0:,0
7579,0,0:,0
7580,0,0:,0
7587,0,0:,0
7588,0,0:,0
7589,0,0:,0
7596,0,0:,0
7597,0,0:,0
7598,0,0:,0
7605,0,0:,0
7606,0,0:,0
7607,0,0:,0
7614,0,0:,0
7615,0,0:,0
7616,0,0:,0
7623,0,0:,0
7624,0,0:,0
7625,0,0:,0
7632,0,0:,0
7633,0,0:,0
7634,0,0:,0
7641,0,0:,0
7642,0,0:,0
7643,0,0:,0
7650,0,0:,0
7651,0,0:,0
7652,0,0:,0
7659,0,0:,0
7660,0,0:,0
7661,0,0:,0
7668,0,0:,0
7669,0,0:,0
7670,0,0:,0
7677,0,0:,0
7678,0,0:,0
7679,0,0:,0
7686,0,0:,0
7687,0,0:,0
7688,0,0:,0
7695,0,0:,0
7696,0,0:,0
7697,0,0:,0
7704,0,0:,0
7705,0,0:,0
7706,0,0:,0
7713,0,0:,0
7714,0,0:,0
7715,0,0:,0
7722,0,0:,0
7723,0,0:,0
7724,0,0:,0
7731,0,0:,0
7732,0,0:,0
7733,0,0:,0
7740,0,0:,0
7741,0,0:,0
7742,0,0:,0
7749,0,0:,0
7750,0,0:,0
7751,0,0:,0
7758,0,0:,0
7759,0,0:,0
7760,0,0:,0
7767,0,0:,0
7768,0,0:,0
7769,0,0:,0
7776,0,0:,0
7777,0,0:,0
7778,0,0:,0
7785,0,0:,0
7786,0,0:,0
7787,0,0:,0
7794,0,0:,0
7795,0,0:,0
7796,0,0:,0
7803,0,0:,0
7804,0,0:,0
7805,0,0:,0
7812,0,0:,0
7813,0,0:,0
7814,0,0:,0
7821,0,0:,0
7822,0,0:,0
7823,0,0:,0
7830,0,0:,0
7831,0,0:,0
7832,0,0:,0
7839,0,0:,0
7840,0,0:,0
7841,0,0:,0
7848,0,0:,0
7849,0,0:,0
7850,0,0:,0
7857,0,0:,0
7858,0,0:,0
7859,0,0:,0
7866,0,0:,0
7867,0,0:,0
7868,0,0:,0
7875,0,0:,0
7876,0,0:,0
7877,0,0:,0
7884,0,0:,0
7885,0,0:,0
7886,0,0:,0
7893,0,0:,0
7894,0,0:,0
7895,0,0:,0
7902,0,0:,0
7903,0,0:,0
7904,0,0:,0
7911,0,0:,0
7912,0,0:,0
7913,0,0:,0
7920,0,0:,0
7921,0,0:,0
7922,0,0:,0
7929,0,0:,0
7930,0,0:,0
7931,0,0:,0
7938,0,0:,0
7939,0,0:,0
7940,0,0:,0
7947,0,0:,0
7948,0,0:,0
7949,0,0:,0
7956,0,0:,0
7957,0,0:,0
7958,0,0:,0
7965,0,0:,0
7966,0,0:,0
7967,0,0:,0
7974,0,0:,0
7975,0,0:,0
7976,0,0:,0
7983,0,0:,0
7984,0,0:,0
7985,0,0:,0
7992,0,0:,0
7993,0,0:,0
7994,0,0:,0
8001,0,0:,0
8002,0,0:,0
8003,0,0:,0
8010,0,0:,0
8011,0,0:,0
8012,0,0:,0
8019,0,0:,0
8020,0,0:,0
8021,0,0:,0
8028,0,0:,0
8029,0,0:,0
8030,0,0:,0
8037,0,0:,0
8038,0,0:,0
8039,0,0:,0
8046,0,0:,0
8047,0,0:,0
8048,0,0:,0
8055,0,0:,0
8056,0,0:,0
8057,0,0:,0
8064,0,0:,0
8065,0,0:,0
8066,0,0:,0
8073,0,0:,0
8074,0,0:,0
8075,0,0:,0
8082,0,0:,0
8083,0,0:,0
8084,0,0:,0
8091,0,0:,0
8092,0,0:,0
8093,0,0:,0
8100,0,0:,0
8101,0,0:,0
8102,0,0:,0
8109,0,0:,0
8110,0,0:,0
8111,0,0:,0
8118,0,0:,0
8119,0,0:,0
8120,0,0:,0
8127,0,0:,0
8128,0,0:,0
8129,0,0:,0
8136,0,0:,0
8137,0,0:,0
8138,0,0:,0
8145,0,0:,0
8146,0,0:,0
8147,0,0:,0
8154,0,0:,0
8155,0,0:,0
8156,0,0:,0
8163,0,0:,0
8164,0,0:,0
8165,0,0:,0
8172,0,0:,0
8173,0,0:,0
8174,0,0:,0
8181,0,0:,0
8182,0,0:,0
8183,0,0:,0
8190,0,0:,0
8191,0,0:,0
8192,0,0:,0
8199,0,0:,0
8200,0,0:,0
8201,0,0:,0
8208,0,0:,0
8209,0,0:,0
8210,0,0:,0
8217,0,0:,0
8218,0,0:,0
8219,0,0:,0
8226,0,0:,0
8227,0,0:,0
8228,0,0:,0
8235,0,0:,0
8236,0,0:,0
8237,0,0:,0
8244,0,0:,0
8245,0,0:,0
8246,0,0:,0
8253,0,0:,0
8254,0,0:,0
8255,0,0:,0
8262,0,0:,0
8263,0,0:,0
8264,0,0:,0
8271,0,0:,0
8272,0,0:,0
8273,0,0:,0
8280,0,0:,0
8281,0,0:,0
8282,0,0:,0
8289,0,0:,0
8290,0,0:,0
8291,0,0:,0
8298,0,0:,0
8299,0,0:,0
8300,0,0:,0
8307,0,0:,0
8308,0,0:,0
8309,0,0:,0
8316,0,0:,0
8317,0,0:,0
8318,0,0:,0
8325,0,0:,0
8326,0,0:,0
8327,0,0:,0
8334,0,0:,0
8335,0,0:,0
8336,0,0:,0
8343,0,0:,0
8344,0,0:,0
8345,0,0:,0
8352,0,0:,0
8353,0,0:,0
8354,0,0:,0
8361,0,0:,0
8362,0,0:,0
8363,0,0:,0
8370,0,0:,0
8371,0,0:,0
8372,0,0:,0
8379,0,0:,0
8380,0,0:,0
8381,0,0:,0
8388,0,0:,0
8389,0,0:,0
8390,0,0:,0
8397,0,0:,0
8398,0,0:,0
8399,0,0:,0
8406,0,0:,0
8407,0,0:,0
8408,0,0:,0
8415,0,0:,0
8416,0,0:,0
8417,0,0:,0
8424,0,0:,0
8425,0,0:,0
8426,0,0:,0
8433,0,0:,0
8434,0,0:,0
8435,0,0:,0
8442,0,0:,0
8443,0,0:,0
8444,0,0:,0
8451,0,0:,0
8452,0,0:,0
8453,0,0:,0
8460,0,0:,0
8461,0,0:,0
8462,0,0:,0
8469,0,0:,0
8470,0,0:,0
8471,0,0:,0
8478,0,0:,0
8479,0,0:,0
8480,0,0:,0
8487,0,0:,0
