b''
b'8'
b'16'
b'19'
b'11'
b'3'
b'0'
b'1'
b'0'
b'-1'
b'0'
b'8'
b'18'
b'14'
b'12'
b'3'
b'0'
b'-16'
b'-21'
b'-21'
b'-18'
b'-6'
b'-4'
b'1'
b'5'
b'5'
b'-8'
b'-27'
b'-33'
b'-30'
b'-10'
b'-14'
b'-14'
b'-10'
b'-6'
b'2'
b'4'
b'8'
b'14'
b'10'
b'3'
b'-4'
b'-4'
b'1'
b'-1'
b'-6'
b'-5'
b'-6'
b'-7'
b'-9'
b'-5'
b'4'
b'5'
b'6'
b'5'
b'7'
b'-33'
b'-33'
b'-26'
b'-18'
b'-18'
b'-23'
b'-27'
b'-32'
b'-35'
b'-36'
b'-37'
b'-19'
b'-22'
b'-23'
b'-24'
b'-27'
b'-27'
b'-27'
b'-25'
b'-26'
b'-28'
b'-37'
b'-25'
b'-26'
b'-20'
b'-19'
b'-16'
b'-18'
b'-18'
b'-21'
b'-21'
b'-25'
b'-24'
b'21'
b'15'
b'8'
b'6'
b'14'
b'11'
b'18'
b'18'
b'20'
b'16'
b'14'
b'12'
b'11'
b'16'
b'15'
b'16'
b'24'
b'26'
b'25'
b'19'
b'20'
b'23'
b'26'
b'26'
b'26'
b'29'
b'28'
b'27'
b'27'
b'28'
b'26'
b'25'
b'22'
b'28'
b'26'
b'28'
b'28'
b'28'
b'25'
b'25'
b'23'
b'20'
b'21'
b'15'
b'11'
b'12'
b'13'
b'16'
b'18'
b'41'
b'40'
b'49'
b'45'
b'47'
b'49'
b'52'
b'47'
b'47'
b'42'
b'41'
b'46'
b'41'
b'46'
b'45'
b'45'
b'46'
b'18'
b'23'
b'21'
b'16'
b'16'
b'15'
b'17'
b'12'
b'15'
b'18'
b'17'
b'13'
b'9'
b'2'
b'2'
b'6'
b'-12'
b'-12'
b'-9'
b'-13'
b'-10'
b'-12'
b'-12'
b'-11'
b'-15'
b'-15'
b'-15'
b'-17'
b'-18'
b'-14'
b'-11'
b'-15'
b'-20'
b'-23'
b'-23'
b'-21'
b'-24'
b'-22'
b'-3'
b'-1'
b'0'
b'1'
b'6'
b'9'
b'10'
b'6'
b'2'
b'-5'
b'-4'
b'1'
b'6'
b'8'
b'14'
b'-1'
b'-1'
b'-3'
b'-4'
b'-8'
b'-12'
b'-14'
b'-15'
b'-7'
b'1'
b'0'
b'-1'
b'-25'
b'-25'
b'-21'
b'-18'
b'-22'
b'-25'
b'-31'
b'-31'
b'-33'
b'-36'
b'-29'
b'-32'
b'-24'
b'-25'
b'-25'
b'-26'
b'-26'
b'-20'
b'-27'
b'-26'
b'-26'
b'-26'
b'-14'
b'-15'
b'-18'
b'-17'
b'-15'
b'-11'
b'-10'
b'-14'
b'-15'
b'-16'
b'-13'
b'25'
b'26'
b'24'
b'27'
b'24'
b'26'
b'21'
b'19'
b'22'
b'22'
b'19'
b'18'
b'13'
b'19'
b'19'
b'22'
b'26'
b'26'
b'23'
b'22'
b'22'
b'25'
b'25'
b'29'
b'27'
b'23'
b'25'
b'22'
b'25'
b'28'
b'31'
b'32'
b'33'
b'34'
b'36'
b'18'
b'18'
b'17'
b'12'
b'15'
b'14'
b'13'
b'12'
b'14'
b'16'
b'20'
b'20'
b'24'
b'25'
b'20'
b'17'
b'15'
b'13'
b'11'
b'11'
b'9'
b'8'
b'6'
b'9'
b'8'
b'3'
b'4'
b'0'
b'-3'
b'-3'
b'1'
b'6'
b'-4'
b'-3'
b'-4'
b'-4'
b'-5'
b'-8'
b'-7'
b'-10'
b'-9'
b'-8'
b'-9'
b'-14'
b'-19'
b'-22'
b'-20'
b'-19'
b'-13'
b'-13'
b'-14'
b'-17'
b'-16'
b'-16'
b'-15'
b'-19'
b'-14'
b'-11'
b'-16'
b'-18'
b'-23'
b'-23'
b'-20'
b'-16'
b'-15'
b'-30'
b'-24'
b'-24'
b'-28'
b'-25'
b'-30'
b'-25'
b'-23'
b'-24'
b'-23'
b'-27'
b'-26'
b'-20'
b'-17'
b'-17'
b'-20'
b'-20'
b'-19'
b'-17'
b'-18'
b'-20'
b'-26'
b'-27'
b'-25'
b'-40'
b'-38'
b'-38'
b'-38'
b'-35'
b'-36'
b'-35'
b'-34'
b'-36'
b'-33'
b'-36'
b'-17'
b'-19'
b'-18'
b'-18'
b'-18'
b'-19'
b'-19'
b'-20'
b'-20'
b'-19'
b'-17'
b'11'
b'10'
b'11'
b'10'
b'12'
b'14'
b'11'
b'12'
b'12'
b'11'
b'14'
b'14'
b'18'
b'17'
b'15'
b'14'
b'15'
b'25'
b'28'
b'28'
b'29'
b'28'
b'23'
b'23'
b'24'
b'26'
b'24'
b'21'
b'22'
b'20'
b'23'
b'22'
b'22'
b'13'
b'13'
b'14'
b'12'
b'11'
b'15'
b'13'
b'18'
b'17'
b'14'
b'17'
b'20'
b'19'
b'21'
b'16'
b'16'
b'15'
b'9'
b'5'
b'0'
b'6'
b'15'
b'18'
b'18'
b'18'
b'19'
b'22'
b'26'
b'25'
b'22'
b'17'
b'18'
b'16'
b'14'
b'11'
b'9'
b'8'
b'8'
b'9'
b'14'
b'13'
b'11'
b'12'
b'13'
b'15'
b'14'
b'14'
b'8'
b'-5'
b'-12'
b'-29'
b'-33'
b'-35'
b'-37'
b'-35'
b'-32'
b'-28'
b'-28'
b'-30'
b'-35'
b'-38'
b'-12'
b'-12'
b'-13'
b'-9'
b'-3'
b'-8'
b'-7'
b'-7'
b'-8'
b'-6'
b'-10'
b'-21'
b'-21'
b'-23'
b'-26'
b'-21'
b'-13'
b'-10'
b'-4'
b'-3'
b'-4'
b'-9'
b'-9'
b'-10'
b'-18'
b'-13'
b'-6'
b'-10'
b'-15'
b'-32'
b'-30'
b'-26'
b'-22'
b'-21'
b'-22'
b'-27'
b'-30'
b'-29'
b'-24'
b'-22'
b'-24'
b'-21'
b'-29'
b'-31'
b'-30'
b'-28'
b'-29'
b'-26'
b'-22'
b'-27'
b'-30'
b'-8'
b'-4'
b'-4'
b'-13'
b'-19'
b'-19'
b'-19'
b'-22'
b'-21'
b'-13'
b'-18'
b'3'
b'8'
b'6'
b'5'
b'3'
b'2'
b'2'
b'3'
b'4'
b'9'
b'6'
b'2'
b'5'
b'6'
b'11'
b'7'
b'11'
b'20'
b'17'
b'17'
b'17'
b'17'
b'20'
b'21'
b'22'
b'23'
b'23'
b'22'
b'20'
b'20'
b'22'
b'20'
b'16'
b'30'
b'28'
b'28'
b'28'
b'27'
b'29'
b'31'
b'30'
b'31'
b'30'
b'30'
b'31'
b'31'
b'34'
b'31'
b'27'
b'28'
b'16'
b'17'
b'17'
b'13'
b'7'
b'7'
b'7'
b'2'
b'-3'
b'-4'
b'-3'
b'-2'
b'1'
b'2'
b'1'
b'-22'
b'-21'
b'-21'
b'-22'
b'-21'
b'-22'
b'-24'
b'-24'
b'-23'
b'-24'
b'-22'
b'-17'
b'-15'
b'-14'
b'-12'
b'-12'
b'-13'
b'-10'
b'-10'
b'-11'
b'-13'
b'-17'
b'-1'
b'-1'
b'-1'
b'-2'
b'-1'
b'-1'
b'0'
b'2'
b'1'
b'2'
b'-1'
b'-1'
b'-2'
b'-2'
b'-3'
b'-2'
b'-1'
b'-2'
b'-1'
b'1'
b'1'
b'0'
b'-1'
b'-2'
b'-28'
b'-25'
b'-22'
b'-24'
b'-25'
b'-27'
b'-27'
b'-24'
b'-23'
b'-24'
b'-24'
b'-17'
b'-24'
b'-18'
b'-27'
b'-19'
b'-18'
b'-26'
b'-17'
b'-29'
b'-33'
b'-36'
b'-15'
b'-13'
b'-8'
b'-5'
b'-9'
b'-11'
b'-10'
b'-10'
b'-3'
b'-3'
b'1'
b'-1'
b'0'
b'-1'
b'0'
b'1'
b'4'
b'2'
b'8'
b'3'
b'5'
b'4'
b'2'
b'6'
b'5'
b'9'
b'9'
b'17'
b'22'
b'24'
b'22'
b'28'
b'30'
b'28'
b'32'
b'30'
b'34'
b'38'
b'32'
b'29'
b'28'
b'26'
b'26'
b'22'
b'35'
b'32'
b'29'
b'31'
b'26'
b'30'
b'27'
b'24'
b'25'
b'22'
b'30'
b'32'
b'34'
b'34'
b'32'
b'29'
b'25'
b'19'
b'23'
b'14'
b'9'
b'10'
b'2'
b'8'
b'11'
b'14'
b'19'
b'14'
b'13'
b'12'
b'7'
b'6'
b'7'
b'5'
b'1'
b'-1'
b'-7'
b'-2'
b'-2'
b'0'
b'0'
b'2'
b'4'
b'0'
b'-2'
b'-1'
b'2'
b'3'
b'-22'
b'-19'
b'-16'
b'-13'
b'-16'
b'-16'
b'-14'
b'-11'
b'-12'
b'-18'
b'-17'
b'-8'
b'-9'
b'-4'
b'-13'
b'-14'
b'-6'
b'-4'
b'0'
b'-3'
b'0'
b'-3'
b'-2'
b'-10'
b'-12'
b'-11'
b'-16'
b'-11'
b'-16'
b'-15'
b'-10'
b'-10'
b'-8'
b'-10'
b'-19'
b'-18'
b'-20'
b'-17'
b'-18'
b'-14'
b'-19'
b'-16'
b'-23'
b'-23'
b'-23'
b'-31'
b'-34'
b'-32'
b'-35'
b'-30'
b'-27'
b'-25'
b'-30'
b'-29'
b'-28'
b'-30'
b'-24'
b'-20'
b'-18'
b'-13'
b'-20'
b'-15'
b'-18'
b'-18'
b'-26'
b'-32'
b'-28'
b'1'
b'7'
b'5'
b'2'
b'11'
b'11'
b'13'
b'13'
b'19'
b'18'
b'17'
b'14'
b'12'
b'14'
b'6'
b'18'
b'28'
b'25'
b'29'
b'35'
b'30'
b'30'
b'40'
b'40'
b'44'
b'44'
b'43'
b'45'
b'45'
b'39'
b'36'
b'40'
b'42'
b'23'
b'22'
b'25'
b'25'
b'30'
b'32'
b'29'
b'33'
b'36'
b'35'
b'33'
b'29'
b'28'
b'26'
b'19'
b'17'
b'18'
b'15'
b'16'
b'19'
b'23'
b'22'
b'29'
b'34'
b'24'
b'27'
b'27'
b'26'
b'26'
b'22'
b'28'
b'24'
b'24'
b'26'
b'25'
b'22'
b'21'
b'26'
b'18'
b'16'
b'16'
b'5'
b'-4'
b'-7'
b'-6'
b'0'
b'-3'
b'0'
b'-12'
b'-6'
b'1'
b'-1'
b'0'
b'3'
b'-5'
b'2'
b'6'
b'3'
b'2'
b'1'
b'9'
b'17'
b'13'
b'5'
b'4'
b'6'
b'7'
b'4'
b'5'
b'3'
b'5'
b'4'
b'3'
b'1'
b'0'
b'2'
b'-3'
b'-2'
b'14'
b'27'
b'27'
b'28'
b'26'
b'19'
b'15'
b'10'
b'14'
b'15'
b'19'
b'18'
b'16'
b'16'
b'14'
b'19'
b'12'
b'1'
b'3'
b'3'
b'4'
b'5'
b'7'
b'1'
b'-5'
b'-5'
b'-8'
b'-11'
b'-15'
b'-12'
b'-14'
b'-9'
b'-5'
b'-7'
b'-9'
b'-8'
b'-8'
b'-5'
b'-7'
b'-1'
b'0'
b'-6'
b'1'
b'2'
b'1'
b'-1'
b'-2'
b'-1'
b'-1'
b'4'
b'2'
b'0'
b'2'
b'3'
b'8'
b'8'
b'22'
b'20'
b'17'
b'16'
b'15'
b'15'
b'17'
b'18'
b'20'
b'17'
b'15'
b'16'
b'17'
b'17'
b'18'
b'16'
b'16'
b'14'
b'13'
b'11'
b'10'
b'12'
b'9'
b'7'
b'6'
b'6'
b'41'
b'39'
b'39'
b'39'
b'41'
b'41'
b'38'
b'37'
b'38'
b'40'
b'37'
b'42'
b'38'
b'38'
b'40'
b'37'
b'33'
b'31'
b'33'
b'28'
b'24'
b'24'
b'24'
b'33'
b'27'
b'19'
b'19'
b'12'
b'18'
b'22'
b'21'
b'22'
b'16'
b'36'
b'33'
b'31'
b'25'
b'20'
b'24'
b'27'
b'30'
b'33'
b'28'
b'25'
b'24'
b'27'
b'28'
b'30'
b'28'
b'28'
b'3'
b'8'
b'6'
b'5'
b'2'
b'2'
b'-1'
b'0'
b'3'
b'-1'
b'-4'
b'-8'
b'-6'
b'-6'
b'-27'
b'-29'
b'-29'
b'-27'
b'-27'
b'-28'
b'-30'
b'-30'
b'-31'
b'-32'
b'-32'
b'-11'
b'-13'
b'-13'
b'-15'
b'-14'
b'-13'
b'-16'
b'-13'
b'-14'
b'-17'
b'-14'
b'-2'
b'-1'
b'0'
b'0'
b'4'
b'2'
b'2'
b'0'
b'0'
b'3'
b'1'
b'-1'
b'0'
b'-4'
b'-16'
b'-17'
b'-20'
b'-16'
b'-19'
b'-23'
b'-18'
b'-19'
b'-13'
b'-17'
b'-18'
b'-21'
b'-28'
b'-26'
b'-28'
b'-32'
b'-28'
b'-33'
b'-30'
b'-26'
b'-34'
b'-36'
b'-34'
b'-14'
b'-12'
b'-15'
b'-16'
b'-19'
b'-16'
b'-15'
b'-16'
b'-10'
b'-12'
b'-13'
b'-5'
b'-8'
b'-4'
b'-11'
b'-9'
b'-14'
b'-7'
b'-5'
b'1'
b'4'
b'1'
b'9'
b'28'
b'33'
b'38'
b'32'
b'38'
b'37'
b'42'
b'41'
b'39'
b'37'
b'36'
b'36'
b'40'
b'49'
b'44'
b'49'
b'45'
b'40'
b'41'
b'43'
b'41'
b'38'
b'33'
b'30'
b'25'
b'26'
b'28'
b'26'
b'29'
b'27'
b'30'
b'38'
b'36'
b'38'
b'0'
b'2'
b'3'
b'3'
b'2'
b'-1'
b'-1'
b'-4'
b'1'
b'-1'
b'1'
b'0'
b'0'
b'4'
b'1'
b'3'
b'-2'
b'1'
b'3'
b'1'
b'6'
b'2'
b'6'
b'5'
b'3'
b'5'
b'1'
b'2'
b'-2'
b'0'
b'-1'
b'-1'
b'0'
b'1'
b'1'
b'2'
b'4'
b'1'
b'1'
b'-2'
b'-6'
b'-8'
b'-9'
b'-9'
b'-5'
b'-7'
b'-10'
b'-7'
b'-7'
b'-8'
b'-8'
b'-10'
b'-9'
b'-11'
b'-11'
b'-18'
b'-16'
b'-16'
b'-22'
b'-20'
b'-23'
b'-21'
b'-20'
b'-23'
b'-21'
b'-20'
b'-20'
b'-17'
b'-18'
b'-16'
b'-43'
b'-37'
b'-40'
b'-37'
b'-38'
b'-39'
b'-33'
b'-37'
b'-36'
b'-32'
b'-34'
b'-20'
b'-26'
b'-27'
b'-21'
b'-20'
b'-21'
b'-22'
b'-22'
b'-23'
b'-23'
b'-19'
b'-10'
b'-6'
b'-8'
b'-12'
b'-7'
b'1'
b'1'
b'-8'
b'-11'
b'-11'
b'-11'
b'-12'
b'4'
b'1'
b'0'
b'1'
b'3'
b'3'
b'5'
b'5'
b'2'
b'-2'
b'-4'
b'-1'
b'3'
b'1'
b'16'
b'16'
b'16'
b'19'
b'18'
b'20'
b'22'
b'24'
b'23'
b'22'
b'22'
b'16'
b'18'
b'17'
b'22'
b'24'
b'24'
b'28'
b'25'
b'24'
b'24'
b'25'
b'21'
b'21'
b'24'
b'29'
b'31'
b'29'
b'29'
b'26'
b'28'
b'28'
b'30'
b'29'
b'13'
b'13'
b'14'
b'9'
b'10'
b'10'
b'13'
b'13'
b'13'
b'15'
b'13'
b'12'
b'12'
b'11'
b'9'
b'10'
b'10'
b'8'
b'9'
b'9'
b'10'
b'13'
b'10'
b'8'
b'8'
b'8'
b'7'
b'10'
b'8'
b'9'
b'11'
b'9'
b'9'
b'5'
b'7'
b'8'
b'9'
b'7'
b'7'
b'7'
b'7'
b'6'
b'11'
b'10'
b'10'
b'8'
b'10'
b'10'
b'11'
b'9'
b'8'
b'3'
b'-3'
b'-10'
b'-10'
b'-11'
b'-9'
b'-12'
b'-8'
b'-10'
b'-2'
b'-6'
b'-37'
b'-32'
b'-20'
b'-15'
b'-10'
b'-9'
b'1'
b'-1'
b'-11'
b'-17'
b'-32'
b'-29'
b'-24'
b'-24'
b'-19'
b'-5'
b'-5'
b'-14'
b'-14'
b'-17'
b'-14'
b'-20'
b'-25'
b'-30'
b'-29'
b'-18'
b'-13'
b'-4'
b'-1'
b'-3'
b'-14'
b'-30'
b'-37'
b'-20'
b'-29'
b'-29'
b'-14'
b'-5'
b'-7'
b'-10'
b'-9'
b'-14'
b'-13'
b'-16'
b'29'
b'29'
b'20'
b'12'
b'7'
b'4'
b'-8'
b'-5'
b'-2'
b'10'
b'14'
b'20'
b'23'
b'26'
b'31'
b'25'
b'23'
b'25'
b'31'
b'22'
b'15'
b'5'
b'5'
b'7'
b'19'
b'21'
b'37'
b'40'
b'34'
b'23'
b'6'
b'3'
b'29'
